Students	4761
1362	567 879 41 518
1363	914 956 38 988
1364	748 694 44 230
1365	628 142 741 299
1366	480 347 790 245
1367	376 774 320 748
1368	459 620 982 320
1369	182 844 765 686
1370	734 896 842 398
1371	202 355 32 895
1372	10 267 486 75
1373	97 954 814 956
1374	991 92 293 656
1375	799 658 964 749
1376	537 942 230 82
1377	408 631 202 340
1378	329 391 935 720
1379	499 525 207 895
1380	94 891 819 310
1381	483 194 927 687
1382	168 74 547 150
1383	36 699 690 689
1384	299 165 66 954
1385	781 395 753 738
1386	190 836 765 666
1387	583 538 1000 767
1388	203 760 453 939
1389	821 302 855 121
1390	19 322 575 881
1391	962 301 862 567
1392	820 433 502 173
1393	601 744 51 203
1394	749 149 787 635
1395	893 70 932 101
1396	963 868 992 833
1397	956 561 885 176
1398	594 181 59 396
1399	398 685 805 505
1400	346 83 248 286
1401	595 119 80 994
1402	219 122 308 390
1403	716 272 362 99
1404	102 264 944 433
1405	800 815 145 62
1406	559 680 583 431
1407	347 222 873 972
1408	162 406 138 559
1409	31 547 126 785
1410	169 858 751 619
1411	91 709 484 348
1412	148 447 488 997
1413	925 373 805 368
1414	408 157 547 364
1415	186 101 996 226
1416	737 788 860 176
1417	418 827 841 495
1418	7 706 853 411
1419	916 866 64 62
1420	639 374 786 871
1421	992 614 633 756
1422	826 637 263 827
1423	308 802 227 484
1424	637 728 478 717
1425	276 668 924 966
1426	844 205 279 127
1427	759 718 407 301
1428	360 615 351 304
1429	497 775 417 746
1430	692 466 720 981
1431	735 885 765 314
1432	704 238 267 427
1433	503 261 913 990
1434	264 530 166 202
1435	882 870 71 663
1436	96 124 960 293
1437	371 435 755 110
1438	230 690 532 948
1439	175 604 975 748
1440	8 119 336 768
1441	812 796 586 177
1442	478 943 95 337
1443	965 761 817 941
1444	407 143 623 966
1445	890 189 697 346
1446	803 703 558 906
1447	40 828 893 620
1448	68 619 561 755
1449	758 419 482 179
1450	381 743 986 617
1451	48 431 292 265
1452	918 738 101 997
1453	436 13 766 767
1454	847 633 695 342
1455	926 787 723 623
1456	843 965 315 579
1457	842 130 34 757
1458	999 230 420 27
1459	164 365 959 203
1460	633 455 474 562
1461	575 822 826 678
1462	460 992 354 967
1463	42 123 812 590
1464	989 277 500 12
1465	197 125 811 194
1466	829 160 884 890
1467	194 890 756 349
1468	768 617 258 322
1469	977 716 324 151
1470	126 79 104 790
1471	105 771 626 504
1472	893 364 377 102
1473	365 76 375 563
1474	584 216 445 702
1475	423 648 3 869
1476	601 742 579 947
1477	663 422 395 902
1478	89 633 996 852
1479	181 146 210 716
1480	964 894 703 650
1481	641 851 258 333
1482	816 974 351 889
1483	301 635 39 535
1484	843 588 893 676
1485	84 427 323 762
1486	865 240 66 121
1487	993 151 627 904
1488	711 442 659 971
1489	510 187 540 833
1490	946 880 54 966
1491	911 298 101 713
1492	28 336 755 407
1493	539 294 871 249
1494	410 1 505 46
1495	181 503 904 240
1496	71 923 92 446
1497	665 787 552 51
1498	187 721 158 614
1499	654 209 941 846
1500	425 391 143 826
1501	412 682 974 730
1502	420 945 11 273
1503	21 866 944 285
1504	525 899 541 349
1505	104 370 184 296
1506	854 115 798 155
1507	624 798 683 887
1508	966 324 832 69
1509	755 549 294 694
1510	281 701 818 20
1511	100 316 948 110
1512	468 266 583 469
1513	806 161 310 191
1514	580 488 943 952
1515	206 657 414 225
1516	697 428 318 422
1517	693 50 140 607
1518	170 922 895 610
1519	447 608 809 134
1520	360 821 963 16
1521	499 321 826 529
1522	916 68 119 206
1523	369 906 15 568
1524	244 419 790 554
1525	165 623 245 879
1526	787 962 828 669
1527	623 766 2 185
1528	139 206 32 302
1529	2 816 805 467
1530	830 377 68 673
1531	175 130 736 304
1532	802 752 659 785
1533	499 769 918 417
1534	241 313 870 481
1535	268 491 461 291
1536	409 734 991 722
1537	650 231 253 572
1538	603 726 824 786
1539	993 381 996 843
1540	145 75 134 890
1541	312 26 47 285
1542	579 287 670 3
1543	603 880 942 684
1544	892 589 423 508
1545	303 25 993 208
1546	617 217 717 687
1547	910 740 939 416
1548	150 310 345 937
1549	254 628 473 956
1550	461 458 185 39
1551	392 966 380 533
1552	656 910 638 775
1553	437 725 155 784
1554	534 748 806 670
1555	868 960 212 858
1556	346 859 527 662
1557	68 359 226 659
1558	471 355 253 80
1559	859 572 727 897
1560	606 250 311 352
1561	814 564 779 335
1562	376 524 238 537
1563	990 658 489 864
1564	979 441 744 881
1565	498 101 121 335
1566	585 913 357 298
1567	59 984 783 400
1568	750 920 927 891
1569	240 62 31 958
1570	998 562 22 361
1571	622 588 236 207
1572	98 64 670 428
1573	519 568 221 679
1574	274 169 51 201
1575	216 935 513 133
1576	729 700 519 772
1577	898 38 537 598
1578	448 716 749 159
1579	583 471 207 440
1580	163 614 920 139
1581	400 734 661 785
1582	755 725 575 452
1583	506 413 355 272
1584	123 443 213 285
1585	768 580 326 676
1586	735 691 714 974
1587	117 894 184 568
1588	666 583 429 367
1589	105 454 336 886
1590	890 454 135 343
1591	803 779 14 928
1592	21 49 74 598
1593	626 443 885 66
1594	479 572 984 875
1595	55 781 450 188
1596	276 423 386 529
1597	517 774 956 696
1598	219 962 366 435
1599	886 704 246 705
1600	364 321 747 15
1601	129 395 832 924
1602	964 348 880 355
1603	683 919 509 605
1604	7 24 217 193
1605	6 433 956 847
1606	653 308 464 852
1607	593 421 124 498
1608	556 196 404 17
1609	477 998 699 857
1610	81 946 390 649
1611	821 61 535 421
1612	896 831 113 198
1613	812 56 774 922
1614	295 478 501 738
1615	442 800 304 1
1616	844 863 492 583
1617	160 341 330 949
1618	664 268 4 460
1619	601 91 63 99
1620	711 78 623 310
1621	780 541 996 589
1622	919 103 414 376
1623	201 726 770 443
1624	967 251 778 302
1625	288 206 389 126
1626	728 479 588 458
1627	754 418 991 169
1628	661 781 909 911
1629	134 859 327 587
1630	946 163 467 921
1631	309 570 44 582
1632	402 197 771 999
1633	175 488 373 95
1634	799 25 981 829
1635	457 388 349 181
1636	136 295 218 254
1637	698 617 261 908
1638	631 573 61 923
1639	397 39 700 944
1640	220 1000 772 454
1641	184 418 300 915
1642	56 423 688 55
1643	629 621 801 614
1644	343 284 565 623
1645	670 275 580 451
1646	129 350 662 243
1647	915 13 378 372
1648	101 707 743 910
1649	15 6 550 585
1650	234 561 222 991
1651	157 277 806 70
1652	163 64 173 655
1653	214 181 65 793
1654	504 769 981 34
1655	514 530 749 976
1656	937 350 20 379
1657	229 71 562 559
1658	777 904 841 825
1659	379 406 574 188
1660	903 487 999 693
1661	62 984 207 714
1662	402 543 857 423
1663	42 519 532 154
1664	8 534 385 362
1665	42 9 176 553
1666	403 384 225 602
1667	153 570 969 965
1668	808 329 92 4
1669	548 456 425 41
1670	806 362 834 331
1671	325 978 66 358
1672	241 777 377 176
1673	641 477 588 650
1674	161 216 82 958
1675	480 203 871 592
1676	207 230 1 825
1677	331 677 884 633
1678	533 614 897 739
1679	772 135 604 634
1680	361 674 903 350
1681	443 698 153 788
1682	506 144 145 553
1683	207 525 320 779
1684	684 709 750 315
1685	79 409 7 992
1686	776 875 926 287
1687	111 828 428 408
1688	342 632 616 794
1689	879 533 158 861
1690	608 93 726 286
1691	288 353 831 457
1692	582 603 938 253
1693	862 992 117 698
1694	987 997 149 7
1695	554 89 160 144
1696	676 667 972 609
1697	239 697 980 202
1698	340 876 840 107
1699	531 742 643 456
1700	800 986 660 549
1701	262 405 770 33
1702	289 109 291 352
1703	772 866 70 832
1704	907 8 331 457
1705	155 264 186 126
1706	885 951 846 389
1707	711 303 24 931
1708	347 612 679 745
1709	193 406 190 765
1710	51 57 960 887
1711	854 954 838 895
1712	955 302 254 581
1713	913 698 493 945
1714	547 928 548 146
1715	840 108 931 764
1716	554 768 955 208
1717	747 42 227 820
1718	64 724 551 512
1719	274 868 461 957
1720	84 372 261 366
1721	586 847 370 262
1722	259 130 79 214
1723	466 390 464 979
1724	819 386 190 498
1725	56 552 708 812
1726	817 228 752 453
1727	489 973 911 758
1728	364 38 226 745
1729	509 332 400 571
1730	886 553 81 848
1731	187 226 349 287
1732	406 690 698 935
1733	20 364 434 814
1734	442 784 28 586
1735	22 837 62 455
1736	422 715 355 45
1737	882 281 536 346
1738	443 753 92 880
1739	926 685 927 261
1740	786 877 115 857
1741	399 696 323 904
1742	837 723 540 563
1743	531 304 377 792
1744	7 303 244 781
1745	973 917 756 138
1746	751 121 644 948
1747	431 953 173 638
1748	35 336 433 66
1749	764 249 194 941
1750	470 168 37 263
1751	373 792 875 659
1752	848 861 522 879
1753	446 485 602 183
1754	5 92 561 293
1755	515 928 230 249
1756	784 902 869 963
1757	817 498 701 117
1758	354 880 197 56
1759	151 315 862 523
1760	312 565 571 856
1761	297 32 129 6
1762	782 744 972 617
1763	542 791 967 79
1764	213 643 70 887
1765	569 87 902 745
1766	696 754 927 387
1767	752 723 932 242
1768	367 447 833 430
1769	900 533 731 526
1770	961 321 527 509
1771	637 45 46 959
1772	605 683 143 128
1773	886 810 986 813
1774	725 479 122 169
1775	369 668 740 753
1776	343 431 197 74
1777	672 867 378 180
1778	85 155 317 940
1779	151 532 22 384
1780	940 561 25 147
1781	891 701 632 786
1782	197 861 376 501
1783	16 794 43 147
1784	996 137 967 14
1785	851 137 734 530
1786	629 512 8 326
1787	850 916 956 955
1788	49 625 676 476
1789	742 718 518 163
1790	72 301 159 198
1791	33 645 509 614
1792	370 988 915 168
1793	880 841 679 895
1794	712 831 674 646
1795	351 147 41 963
1796	817 960 610 814
1797	257 519 479 289
1798	870 936 937 637
1799	68 799 773 962
1800	90 913 520 915
1801	387 723 468 891
1802	847 144 295 389
1803	764 585 931 352
1804	258 819 918 846
1805	797 921 200 943
1806	765 420 65 726
1807	412 875 686 402
1808	648 449 938 460
1809	809 452 378 371
1810	264 82 751 927
1811	70 225 685 787
1812	663 83 726 996
1813	150 46 967 495
1814	826 354 721 865
1815	811 396 141 687
1816	922 482 986 732
1817	18 691 704 337
1818	827 66 372 547
1819	56 475 334 985
1820	1000 801 426 901
1821	698 452 754 884
1822	432 250 948 424
1823	306 496 675 756
1824	25 4 995 425
1825	666 308 441 123
1826	267 442 775 879
1827	684 203 496 471
1828	443 636 594 291
1829	808 561 881 306
1830	976 30 813 406
1831	213 861 753 491
1832	704 399 756 216
1833	295 844 379 134
1834	20 248 669 227
1835	7 276 113 676
1836	844 271 88 471
1837	939 3 635 795
1838	351 662 467 355
1839	786 433 127 153
1840	202 137 481 996
1841	56 407 118 55
1842	802 246 216 360
1843	423 413 449 583
1844	765 152 358 184
1845	155 455 182 833
1846	320 400 570 327
1847	408 503 303 477
1848	883 305 487 967
1849	992 320 750 969
1850	399 505 134 784
1851	442 654 655 393
1852	325 925 123 75
1853	796 227 654 105
1854	337 851 694 578
1855	560 697 809 54
1856	941 71 494 600
1857	714 774 968 887
1858	159 65 35 977
1859	476 979 368 742
1860	389 63 915 254
1861	781 109 904 924
1862	342 349 222 480
1863	61 333 771 494
1864	690 596 30 928
1865	964 982 109 187
1866	692 158 505 108
1867	146 534 877 946
1868	585 185 975 456
1869	69 962 449 812
1870	993 150 232 162
1871	66 658 279 877
1872	934 889 455 694
1873	587 346 607 465
1874	280 501 417 721
1875	614 1000 329 775
1876	655 565 27 299
1877	751 570 78 744
1878	869 947 867 365
1879	351 467 61 987
1880	921 96 844 382
1881	117 390 290 488
1882	146 988 893 425
1883	591 488 276 634
1884	335 400 136 298
1885	248 644 549 129
1886	193 700 27 348
1887	598 956 838 379
1888	736 997 870 361
1889	64 687 383 490
1890	412 70 366 379
1891	167 546 118 371
1892	877 28 10 446
1893	695 523 971 116
1894	747 582 87 467
1895	807 687 970 131
1896	378 778 498 891
1897	650 770 687 594
1898	368 180 151 912
1899	997 486 982 866
1900	906 798 205 227
1901	610 260 896 435
1902	332 477 14 175
1903	521 436 49 801
1904	259 113 222 239
1905	205 117 865 480
1906	392 775 104 510
1907	631 494 479 955
1908	747 778 892 652
1909	554 879 229 975
1910	315 793 557 352
1911	972 718 238 88
1912	340 318 195 9
1913	608 509 696 643
1914	293 250 977 628
1915	413 921 108 817
1916	305 794 377 523
1917	574 378 944 396
1918	299 688 218 415
1919	207 58 861 135
1920	309 551 952 969
1921	971 539 888 497
1922	192 440 637 121
1923	296 744 818 215
1924	878 441 906 76
1925	893 779 567 30
1926	883 949 706 478
1927	969 847 471 22
1928	131 498 783 829
1929	59 797 947 808
1930	360 572 292 231
1931	893 169 183 703
1932	74 284 738 450
1933	46 107 465 126
1934	444 569 658 515
1935	726 461 43 885
1936	461 231 124 329
1937	48 558 30 223
1938	909 334 211 315
1939	346 132 3 617
1940	119 562 82 954
1941	957 456 29 117
1942	64 404 225 169
1943	446 824 821 679
1944	74 215 693 927
1945	405 127 607 325
1946	348 503 883 66
1947	812 441 77 168
1948	467 24 528 348
1949	444 190 476 306
1950	330 655 85 944
1951	970 712 495 328
1952	287 310 627 92
1953	170 735 129 734
1954	744 590 688 454
1955	193 603 75 848
1956	198 245 234 786
1957	891 859 562 940
1958	481 980 106 898
1959	37 143 743 102
1960	968 632 803 502
1961	667 240 868 129
1962	653 223 444 503
1963	899 484 546 49
1964	275 959 117 458
1965	295 696 318 208
1966	147 807 592 433
1967	270 252 592 771
1968	917 880 534 261
1969	81 911 802 337
1970	298 502 965 212
1971	670 518 253 869
1972	673 486 686 484
1973	985 788 724 541
1974	585 863 789 456
1975	453 944 353 190
1976	364 998 166 601
1977	949 100 724 983
1978	487 835 146 87
1979	944 935 334 608
1980	863 763 16 572
1981	523 394 853 744
1982	899 428 164 422
1983	617 839 641 833
1984	74 685 59 608
1985	87 337 38 213
1986	756 739 64 816
1987	275 542 806 464
1988	169 462 374 916
1989	277 934 970 431
1990	745 814 956 756
1991	422 999 979 768
1992	570 262 474 432
1993	435 334 778 980
1994	268 113 597 567
1995	308 529 891 905
1996	482 720 983 860
1997	168 132 83 284
1998	34 566 493 153
1999	337 941 481 567
2000	966 377 850 517
2001	339 394 327 395
2002	937 493 67 413
2003	798 806 683 252
2004	839 951 434 808
2005	96 818 455 629
2006	110 879 778 259
2007	131 435 114 664
2008	917 59 969 325
2009	741 736 344 647
2010	295 765 399 390
2011	182 390 638 933
2012	364 271 243 893
2013	543 897 571 820
2014	931 750 851 228
2015	152 587 55 653
2016	178 629 526 68
2017	815 224 397 990
2018	599 867 300 684
2019	203 310 404 946
2020	72 8 48 895
2021	845 974 68 953
2022	725 339 411 659
2023	918 705 612 26
2024	280 944 587 510
2025	15 807 293 673
2026	950 961 443 86
2027	560 479 999 43
2028	815 955 919 649
2029	135 109 382 642
2030	65 216 415 502
2031	455 242 850 817
2032	499 445 374 537
2033	604 193 662 989
2034	520 770 720 758
2035	581 200 856 448
2036	885 529 318 38
2037	397 732 560 893
2038	915 745 813 217
2039	801 142 894 849
2040	876 367 747 265
2041	797 229 619 490
2042	46 556 629 779
2043	566 360 947 753
2044	924 384 835 309
2045	637 699 878 483
2046	638 702 109 224
2047	926 686 913 34
2048	739 168 52 73
2049	106 358 644 552
2050	843 133 414 582
2051	395 657 949 206
2052	664 275 585 221
2053	947 736 796 224
2054	399 917 744 734
2055	884 22 152 956
2056	103 703 502 875
2057	202 562 246 665
2058	632 198 512 522
2059	307 107 228 786
2060	568 711 708 712
2061	412 123 252 441
2062	868 606 797 163
2063	322 408 58 134
2064	591 642 146 303
2065	457 285 445 653
2066	189 429 434 868
2067	48 389 415 309
2068	918 330 667 581
2069	934 349 482 969
2070	944 947 244 485
2071	950 322 411 249
2072	249 45 713 959
2073	405 527 920 370
2074	66 783 277 634
2075	296 842 465 135
2076	322 293 535 426
2077	783 765 671 222
2078	723 560 977 556
2079	178 305 663 761
2080	531 826 735 230
2081	138 917 490 955
2082	623 277 994 841
2083	721 254 317 222
2084	506 836 225 919
2085	66 323 457 526
2086	319 693 775 252
2087	322 617 831 67
2088	502 640 193 728
2089	125 935 944 498
2090	731 340 78 513
2091	336 886 990 171
2092	912 450 178 78
2093	10 547 280 710
2094	540 876 904 484
2095	518 313 805 368
2096	453 541 444 50
2097	577 780 351 208
2098	110 723 171 214
2099	459 399 266 159
2100	803 419 94 953
2101	45 706 673 361
2102	852 214 696 610
2103	463 196 650 37
2104	726 804 617 340
2105	995 261 653 342
2106	179 691 291 705
2107	618 181 253 228
2108	974 526 813 89
2109	994 847 74 406
2110	485 276 58 769
2111	8 742 681 914
2112	493 653 273 415
2113	953 755 36 618
2114	781 254 175 754
2115	302 515 72 216
2116	724 440 871 927
2117	571 315 867 984
2118	917 295 763 795
2119	194 131 887 505
2120	37 927 961 83
2121	443 914 764 146
2122	548 952 641 781
2123	404 103 140 839
2124	573 276 199 674
2125	705 268 145 67
2126	238 162 24 211
2127	229 898 203 567
2128	40 164 204 180
2129	292 608 996 387
2130	390 687 501 833
2131	855 459 557 415
2132	241 835 492 129
2133	173 666 692 370
2134	887 722 850 809
2135	907 687 128 592
2136	371 617 372 810
2137	146 599 62 622
2138	616 109 497 387
2139	955 665 79 728
2140	373 16 742 960
2141	54 263 694 11
2142	281 875 701 314
2143	964 631 189 685
2144	878 689 987 287
2145	514 461 728 443
2146	177 51 776 495
2147	886 986 201 547
2148	526 904 416 941
2149	499 80 667 457
2150	809 970 909 619
2151	885 835 760 339
2152	691 300 921 295
2153	387 239 918 768
2154	548 516 403 750
2155	921 854 832 278
2156	906 38 813 653
2157	312 868 111 231
2158	711 10 400 118
2159	642 478 720 598
2160	518 677 15 745
2161	915 338 418 867
2162	731 715 408 594
2163	832 709 66 266
2164	356 348 65 127
2165	856 56 386 891
2166	337 146 194 605
2167	877 26 462 120
2168	453 69 604 842
2169	658 158 51 919
2170	889 654 863 449
2171	970 210 553 245
2172	103 273 309 960
2173	769 695 309 776
2174	286 985 188 271
2175	32 59 753 633
2176	786 889 450 862
2177	896 966 825 578
2178	111 774 502 184
2179	562 304 967 424
2180	756 552 514 377
2181	1000 880 972 26
2182	916 184 731 265
2183	911 211 934 287
2184	315 781 592 136
2185	512 503 550 65
2186	805 138 370 419
2187	674 662 75 727
2188	62 196 468 757
2189	656 170 294 367
2190	740 859 479 355
2191	192 723 979 395
2192	663 117 599 730
2193	937 831 432 274
2194	215 674 11 151
2195	385 973 897 668
2196	907 125 429 107
2197	176 490 778 168
2198	205 284 37 158
2199	374 111 886 78
2200	100 410 734 354
2201	664 922 137 405
2202	576 965 689 221
2203	641 610 467 378
2204	79 994 930 5
2205	306 23 5 270
2206	334 398 885 460
2207	668 444 934 294
2208	368 163 538 952
2209	827 477 831 610
2210	392 92 146 106
2211	306 148 696 274
2212	285 683 253 494
2213	408 592 343 76
2214	766 607 89 112
2215	329 738 272 770
2216	9 639 306 521
2217	345 492 686 159
2218	343 25 391 550
2219	901 256 825 872
2220	915 972 52 426
2221	570 26 383 421
2222	660 392 303 12
2223	932 963 363 324
2224	698 57 991 623
2225	139 57 368 633
2226	321 68 31 521
2227	537 447 980 244
2228	69 886 647 778
2229	40 21 595 705
2230	989 215 545 670
2231	85 164 776 81
2232	80 714 10 114
2233	904 896 987 625
2234	98 853 631 1
2235	539 190 325 622
2236	329 218 472 413
2237	479 982 707 795
2238	702 224 267 846
2239	86 191 824 89
2240	612 533 457 568
2241	961 139 32 470
2242	118 385 614 115
2243	258 889 308 643
2244	789 726 180 802
2245	524 359 308 204
2246	275 266 211 788
2247	22 546 548 823
2248	903 540 232 921
2249	661 845 765 492
2250	926 636 188 80
2251	578 223 515 744
2252	842 509 921 205
2253	167 967 171 29
2254	136 688 541 531
2255	807 846 552 86
2256	70 756 580 814
2257	870 751 599 263
2258	712 196 820 497
2259	619 347 608 193
2260	219 59 263 806
2261	460 798 802 166
2262	468 455 768 792
2263	662 391 186 808
2264	581 31 535 146
2265	9 764 944 397
2266	502 465 737 466
2267	115 465 871 274
2268	773 480 288 306
2269	27 816 710 293
2270	891 53 959 945
2271	539 354 571 230
2272	120 289 781 331
2273	164 690 23 348
2274	459 906 962 45
2275	6 256 849 109
2276	534 396 340 473
2277	891 251 899 121
2278	530 706 730 572
2279	985 79 977 996
2280	940 708 415 766
2281	766 707 168 737
2282	831 841 390 525
2283	701 667 587 632
2284	504 26 933 150
2285	131 865 85 415
2286	950 383 524 104
2287	944 992 49 630
2288	233 321 131 5
2289	334 68 77 695
2290	11 302 396 51
2291	546 572 963 196
2292	708 936 326 218
2293	836 722 130 287
2294	479 115 675 35
2295	6 633 377 906
2296	994 547 301 137
2297	781 545 561 726
2298	242 432 475 71
2299	977 794 626 339
2300	8 970 250 22
2301	894 937 207 251
2302	407 104 755 230
2303	595 286 915 623
2304	893 142 479 875
2305	795 116 245 589
2306	437 933 426 108
2307	867 982 20 184
2308	159 854 298 740
2309	84 916 182 562
2310	564 142 709 803
2311	596 741 749 263
2312	654 80 804 850
2313	781 384 752 704
2314	634 74 565 382
2315	560 865 20 985
2316	626 973 480 229
2317	990 585 720 307
2318	776 822 274 84
2319	926 653 713 49
2320	430 861 824 613
2321	865 238 862 569
2322	585 739 468 744
2323	106 357 650 322
2324	653 833 430 808
2325	233 105 611 778
2326	701 55 185 167
2327	548 26 348 902
2328	692 739 220 841
2329	477 249 134 702
2330	963 31 765 459
2331	173 34 414 439
2332	86 690 777 516
2333	515 578 827 611
2334	542 387 660 537
2335	424 300 717 780
2336	111 385 947 255
2337	987 309 509 606
2338	707 930 451 311
2339	168 466 713 220
2340	451 857 181 311
2341	982 241 789 191
2342	146 618 677 284
2343	906 563 557 925
2344	954 461 281 741
2345	917 4 382 245
2346	991 495 245 542
2347	30 922 867 320
2348	782 189 518 737
2349	404 644 369 835
2350	969 217 534 394
2351	78 366 289 497
2352	474 640 281 181
2353	213 228 651 545
2354	324 120 477 125
2355	235 930 227 935
2356	709 241 737 545
2357	668 323 109 234
2358	434 40 195 627
2359	530 655 370 102
2360	816 531 155 488
2361	87 533 226 415
2362	277 342 15 869
2363	471 203 897 713
2364	296 605 868 771
2365	94 455 159 670
2366	156 857 914 472
2367	76 320 491 720
2368	915 46 41 351
2369	926 721 532 783
2370	342 700 725 853
2371	525 430 537 317
2372	130 920 698 767
2373	58 7 445 508
2374	554 162 658 689
2375	919 851 130 522
2376	904 683 697 183
2377	764 167 460 159
2378	418 139 965 693
2379	845 431 781 129
2380	173 58 596 696
2381	442 868 554 444
2382	340 803 802 926
2383	747 608 944 86
2384	526 239 598 781
2385	822 391 313 208
2386	425 475 615 146
2387	302 168 739 597
2388	858 986 14 978
2389	389 474 848 35
2390	382 901 614 928
2391	283 214 513 502
2392	49 449 949 191
2393	618 358 210 852
2394	548 398 143 540
2395	642 129 103 729
2396	946 807 134 201
2397	886 416 290 994
2398	456 569 30 819
2399	763 544 937 877
2400	183 46 105 277
2401	135 22 467 382
2402	609 540 208 535
2403	130 571 352 229
2404	632 470 179 976
2405	655 543 505 752
2406	362 942 205 971
2407	867 846 765 734
2408	505 757 897 504
2409	565 608 454 102
2410	73 79 290 725
2411	881 122 550 782
2412	409 665 892 262
2413	863 45 557 793
2414	939 998 358 954
2415	581 458 791 800
2416	881 709 375 419
2417	114 129 419 976
2418	173 409 867 561
2419	388 253 244 979
2420	183 384 663 643
2421	152 34 944 258
2422	435 682 393 64
2423	515 655 183 694
2424	404 780 461 346
2425	372 644 787 811
2426	672 347 618 115
2427	739 114 962 388
2428	144 663 825 57
2429	476 104 330 317
2430	781 836 816 942
2431	142 93 467 10
2432	321 356 5 787
2433	754 758 436 451
2434	754 400 164 168
2435	25 221 801 270
2436	886 1 606 494
2437	266 384 484 813
2438	220 422 426 768
2439	498 380 855 290
2440	475 33 758 26
2441	504 848 436 488
2442	536 577 846 139
2443	439 526 626 438
2444	291 953 241 136
2445	402 583 950 670
2446	836 550 301 535
2447	814 248 426 395
2448	747 728 752 446
2449	769 542 772 1
2450	718 258 36 337
2451	570 331 351 765
2452	656 397 751 468
2453	510 512 941 581
2454	446 807 559 915
2455	585 854 645 770
2456	1 726 592 47
2457	232 928 529 804
2458	860 607 483 53
2459	381 580 830 832
2460	579 978 868 837
2461	65 606 948 453
2462	379 387 417 195
2463	592 674 742 101
2464	35 149 159 677
2465	822 1 57 727
2466	779 41 194 977
2467	389 1 839 218
2468	99 232 638 973
2469	820 929 583 132
2470	633 521 21 804
2471	357 531 425 872
2472	33 356 216 463
2473	981 852 608 403
2474	590 244 355 451
2475	526 627 656 946
2476	592 877 167 962
2477	45 166 130 890
2478	906 703 575 921
2479	542 221 457 310
2480	26 755 433 958
2481	3 93 941 81
2482	863 244 778 58
2483	198 164 745 557
2484	913 790 40 181
2485	89 107 334 187
2486	18 228 241 655
2487	789 257 564 230
2488	851 561 321 485
2489	937 19 402 962
2490	415 20 392 30
2491	32 735 29 346
2492	302 149 893 688
2493	748 117 902 197
2494	194 519 336 325
2495	500 231 200 270
2496	117 962 569 197
2497	556 14 980 545
2498	230 184 265 5
2499	816 479 264 228
2500	535 262 650 568
2501	961 92 228 613
2502	743 765 310 304
2503	62 283 660 24
2504	677 219 298 337
2505	896 687 835 502
2506	8 195 660 600
2507	134 519 15 756
2508	837 563 913 741
2509	315 411 848 207
2510	604 348 5 958
2511	13 186 37 571
2512	96 192 725 209
2513	857 255 787 566
2514	840 630 628 331
2515	180 788 722 784
2516	41 286 22 715
2517	869 367 110 674
2518	279 585 706 158
2519	641 544 528 888
2520	634 790 732 360
2521	370 653 300 943
2522	520 11 639 349
2523	282 224 370 270
2524	508 319 266 813
2525	794 591 566 237
2526	640 256 474 883
2527	539 603 589 675
2528	227 847 851 454
2529	638 898 415 742
2530	972 676 741 525
2531	598 824 253 728
2532	296 729 759 343
2533	328 966 595 524
2534	113 447 263 393
2535	590 176 435 58
2536	965 922 155 374
2537	933 176 173 921
2538	324 202 761 353
2539	522 62 336 822
2540	85 462 477 232
2541	550 524 740 216
2542	750 182 322 500
2543	896 179 390 695
2544	590 532 562 12
2545	469 174 2 258
2546	93 880 38 193
2547	263 170 719 604
2548	355 724 949 615
2549	470 840 270 959
2550	671 362 388 404
2551	151 284 584 778
2552	485 298 48 281
2553	833 154 579 840
2554	10 742 189 343
2555	131 788 690 900
2556	318 537 120 880
2557	932 399 470 54
2558	387 505 155 624
2559	952 183 496 422
2560	669 530 267 820
2561	487 257 664 567
2562	974 637 417 442
2563	6 466 886 335
2564	107 961 858 675
2565	838 470 146 409
2566	506 782 536 505
2567	557 967 850 955
2568	300 730 90 920
2569	836 553 408 185
2570	625 856 848 712
2571	499 540 42 511
2572	713 507 635 363
2573	187 956 857 264
2574	310 860 203 808
2575	576 111 349 602
2576	183 524 543 148
2577	365 323 634 326
2578	59 813 403 520
2579	310 865 845 817
2580	180 214 863 444
2581	427 734 366 187
2582	723 43 921 883
2583	110 586 767 60
2584	769 514 662 178
2585	334 83 584 82
2586	164 271 710 783
2587	267 916 381 397
2588	556 910 387 427
2589	627 985 823 834
2590	143 210 161 920
2591	831 570 882 468
2592	178 569 759 335
2593	549 847 654 582
2594	86 623 548 700
2595	568 747 684 756
2596	90 138 645 663
2597	968 15 156 987
2598	665 60 497 791
2599	498 284 760 280
2600	710 25 593 341
2601	694 124 580 107
2602	322 721 325 318
2603	706 314 877 505
2604	191 271 981 631
2605	42 58 199 351
2606	177 156 292 964
2607	423 432 884 516
2608	365 322 956 769
2609	730 157 618 205
2610	950 760 94 426
2611	588 669 414 763
2612	637 294 625 188
2613	475 572 31 631
2614	838 267 168 5
2615	369 761 633 926
2616	869 564 167 705
2617	863 902 183 345
2618	478 705 604 285
2619	351 507 922 695
2620	538 763 827 265
2621	365 522 48 371
2622	430 512 761 160
2623	396 227 608 533
2624	701 506 973 117
2625	574 236 464 573
2626	826 778 879 690
2627	357 581 136 694
2628	555 444 655 533
2629	31 151 248 65
2630	97 809 262 520
2631	149 286 304 81
2632	626 463 369 430
