Course	Room	Teacher	Time	Students
36	87	49	138	311 1201 455 1089 332 1890 2137 857 2229 40 1379 1378 1030 723 1236 894 1434 1674 2186 1498 2123 901 1979 1800 19 2234 1970 2069 1518 1452 920 684 
100	87	125	139	1496 666 701 2097 230 1900 1054 694 2209 1580 643 1610 1963 1506 810 2247 816 309 581 612 1157 1862 1865 1889 1188 942 470 500 2258 512 1764 1391 
142	87	2	140	1227 622 1300 1349 1261 264 986 2192 139 977 958 400 1437 817 569 203 1215 1357 1918 2210 228 1644 1031 1281 1283 949 1976 941 2230 802 434 2274 
153	87	139	141	554 1123 1875 233 959 833 696 1716 1618 183 1961 870 2381 730 1252 1016 360 890 1096 202 894 1795 381 109 1290 1983 1998 298 1577 1510 359 729 
158	87	133	142	667 2184 393 117 2195 68 1774 856 1429 1373 2172 1658 1019 813 2363 2241 2264 675 1491 1950 127 129 223 946 1709 2080 1183 415 535 808 371 1479 
116	87	146	143	592 599 619 174 84 1948 1941 1735 1396 1671 1139 202 712 2180 1936 1497 1623 966 2043 2127 1824 2081 1065 1438 929 2193 722 1477 2004 1686 1575 2250 
238	87	55	144	1166 1080 311 1592 1480 179 1927 176 1878 1544 850 697 48 2058 731 1443 1116 1652 811 1528 1294 996 1092 716 2245 95 2121 2129 1184 2236 2264 1248 
239	87	133	145	740 1321 763 618 1713 1776 698 699 809 2173 736 8 890 1814 1359 773 209 441 673 1667 1494 1293 103 787 1724 1065 1439 2002 2358 1689 1514 478 
45	87	149	146	1220 1782 830 1836 1732 1855 323 346 2031 738 1010 200 893 1159 1275 1552 1885 97 1113 2276 949 2128 944 2315 1720 2049 809 689 439 2103 180 1415 
1	87	74	147	1321 1162 1303 1342 1088 152 497 793 1715 952 1549 4 2015 2017 760 2286 1403 73 1745 268 1571 1807 2212 1625 1976 2232 2312 2005 648 1412 923 2252 
205	87	37	148	579 1324 570 1127 1906 2098 1833 1542 1770 1943 2172 655 2073 2388 2240 910 2360 1235 717 779 811 2204 552 948 1600 2219 1062 34 355 2061 2350 1369 
121	87	80	149	1083 594 763 1328 1481 1488 2137 1425 1426 2208 28 1658 328 362 894 204 580 796 1420 1595 1644 906 2337 681 1184 1649 1681 471 1748 1571 1414 942 
265	87	90	150	707 2297 1309 25 1716 1838 872 1196 1696 2079 1392 1258 286 201 144 639 1218 1350 1357 1794 1953 103 2274 1703 1840 37 1180 1366 378 2394 1246 
68	87	116	151	215 450 114 1870 2345 1738 2203 973 2340 852 2207 1960 288 520 1210 754 1331 445 267 487 806 1804 1975 1648 2106 725 2142 1474 1361 1760 1827 
10	87	128	152	153 578 572 1328 1986 1712 1812 1429 1617 1678 749 2244 2366 1405 1699 678 562 564 614 2180 2245 102 1478 2336 1708 437 513 2063 1252 1742 2355 
261	87	132	153	334 2096 1925 1485 178 495 1630 1198 2055 1731 1256 97 2073 912 1338 1337 2283 713 501 1494 1868 1917 2122 1188 16 2338 1974 864 1822 2132 1575 
269	87	101	154	1227 1304 1182 498 175 695 1730 733 2307 818 1113 652 2152 9 735 812 1400 1565 1234 584 1622 263 1593 1701 1992 1281 2314 1973 2278 52 375 
51	87	94	155	1226 152 577 270 390 173 1084 1077 1697 1443 1468 188 140 564 460 1596 1436 1068 2088 947 1062 806 537 63 2258 2102 827 512 1663 2160 2354 
85	87	107	156	579 887 1327 795 1771 1427 1850 1059 874 1857 345 1693 2387 2401 1561 187 141 563 1948 1954 1599 1598 105 2239 12 15 1618 2319 2278 1473 926 
247	87	104	157	554 337 1347 251 1365 851 1638 2305 471 1253 1523 914 1467 189 936 1271 413 1333 245 224 1621 1570 962 1996 1808 2108 2005 2352 725 2252 2067 
92	87	9	158	215 558 1145 1265 1876 399 1830 1055 1426 2224 1737 735 544 675 281 1405 361 1230 560 1271 610 1152 381 1912 1993 2131 640 1682 2061 1412 430 
243	87	106	159	451 1264 2037 1587 1371 2366 2266 2159 2075 1175 846 1667 1956 1935 227 104 96 868 1705 904 1289 1768 1242 828 1669 1686 2257 2375 922 923 2106 
101	87	11	160	768 550 1203 703 1987 2325 879 47 1958 2144 734 523 379 1013 631 563 142 468 638 1130 482 1609 2211 963 2337 2396 2359 532 1190 2062 728 
31	87	1	161	1321 2296 193 1961 434 2323 1589 1982 2228 1619 954 1569 1520 917 994 1246 608 1955 2260 1189 1772 1809 1181 2146 534 377 412 1686 827 2066 2162 
246	87	46	162	1320 573 1168 1229 275 1900 855 2205 1697 325 507 282 2266 1011 500 468 714 1931 165 100 1386 2211 1722 1183 1067 1682 1474 296 2008 2372 2399 
257	87	33	163	1383 708 600 1080 707 2194 1909 1812 1079 183 1445 1440 1118 2070 2159 777 141 778 932 1883 1386 1706 57 1243 1362 1247 1005 1512 944 539 2373 
187	87	141	164	1221 1262 2290 551 1871 82 1775 2132 157 221 1523 422 1295 1278 1211 1135 1860 1938 162 1068 14 1064 52 536 355 2001 1244 2243 807 419 823 
229	87	56	165	1306 661 314 137 24 795 834 1638 1966 2078 2151 188 2265 1175 1232 754 466 2295 1934 225 219 1434 780 2130 2316 764 1531 2352 2091 2167 2160 
270	87	53	166	880 627 575 1088 110 236 1989 2051 2173 1581 43 1585 1257 1254 2031 2366 2361 426 587 1250 1335 639 1152 901 104 1622 2276 1281 1847 643 2169 
12	87	36	167	593 1084 559 1119 135 277 235 1890 792 1076 521 281 329 1296 936 2361 632 1352 149 2367 1709 388 484 1069 962 1407 57 1847 1191 54 2064 
19	87	6	168	1323 1781 584 1229 985 110 1905 2321 2133 106 535 871 2079 938 548 1096 585 635 206 1179 76 71 387 1883 262 1028 1455 1470 649 1666 1767 
287	87	122	169	988 393 390 1488 1832 641 1715 1942 1527 186 1519 1565 658 146 140 759 382 1862 127 1598 1806 1980 904 1022 789 1472 1243 2392 412 1762 1368 
156	87	60	170	1788 459 2299 213 788 2135 1543 1193 1526 1270 1298 1679 1402 1400 1565 308 898 385 1118 1498 389 1804 1045 1726 1649 1367 470 1101 295 375 125 
233	87	48	171	625 310 331 496 1897 170 1837 406 1941 730 162 2031 1395 1529 1623 469 637 2282 107 481 1991 1023 862 503 2026 1471 533 1009 373 1663 926 
200	87	118	172	760 1149 111 275 1987 2203 1194 41 2118 938 2248 2365 2363 2039 994 868 2283 588 2287 77 247 1751 903 1805 727 2006 360 1249 2091 2255 437 
209	87	134	173	605 1168 1486 278 81 233 975 1053 2329 1038 2174 1292 1690 1792 302 1151 1588 672 305 77 2181 1807 1437 1642 1824 940 1419 1768 921 1742 516 
210	87	39	174	1320 744 133 111 67 369 1831 1716 1618 49 321 919 653 2153 2389 1406 500 755 1251 260 1958 79 1773 2218 1029 1721 1368 2391 359 927 
264	87	19	175	1341 1904 876 2303 1736 2154 428 2156 326 401 2260 360 2117 1214 999 670 1493 1030 1042 1041 842 1707 1727 2085 416 1956 1765 374 1382 538 
281	87	37	176	625 571 628 1877 839 2381 1254 1372 1564 2012 753 1279 556 757 1793 1130 101 903 1703 1995 1626 2317 1648 2145 1245 2256 478 1479 2253 1459 
298	87	150	177	150 1166 573 257 696 834 874 1779 1524 1105 2387 1012 1673 1138 1310 899 1829 107 780 1643 16 2394 642 353 2242 2062 1413 1663 2398 1538 
199	87	111	178	623 150 2298 113 196 64 1908 1929 1777 2203 2226 1270 932 898 588 1817 1914 1622 1647 2318 1189 909 2084 1606 1366 1680 1710 436 2028 2399 
194	87	142	179	620 763 1122 707 192 499 1484 2201 1984 1836 1981 877 1735 341 1690 1350 1297 1336 1790 2286 1935 283 1621 2210 2215 863 1565 2062 432 2233 
240	87	38	180	608 1820 430 2192 1909 399 738 21 1616 1073 1857 654 1469 1653 2011 568 676 1954 1015 2239 1994 911 1064 2378 2163 1570 1414 293 2251 1369 
242	87	127	181	745 748 665 2290 457 131 390 1547 2304 1197 94 423 189 1461 1278 581 560 77 164 223 1016 11 1677 962 2278 1472 2069 1361 2161 925 
102	87	13	182	51 314 1875 497 2131 1428 992 28 1115 2110 1753 1294 1219 897 1218 1350 968 163 1020 1726 863 1605 1365 647 511 1666 1665 2377 2065 1513 
38	87	84	183	458 1961 1899 68 1776 1947 1548 321 369 1460 891 1359 1313 208 1156 617 1495 224 1645 906 1045 1628 2048 1767 414 2025 2142 298 1744 2357 
33	87	15	184	1322 621 338 1220 218 574 1898 626 2133 23 650 2153 1032 1000 1377 1233 1098 1595 903 2333 1642 1709 2218 34 1104 1471 1519 350 1570 2162 
94	87	123	185	339 1162 980 133 131 2199 1895 2099 171 2325 1257 939 354 341 297 813 1392 1693 774 612 242 486 2275 1187 2353 725 720 1551 2063 2028 
177	87	58	186	212 1144 986 2132 1733 1839 1535 1611 2078 1468 7 1758 1379 409 1673 145 1092 2282 1797 446 380 1560 1956 1705 19 1289 2236 2109 2009 682 
106	87	18	187	216 745 597 663 574 1480 1895 2050 2204 1770 2058 698 2155 938 367 917 911 1655 1358 634 580 1215 1353 302 844 2330 2122 909 1973 2169 
97	87	84	188	591 1164 1083 602 310 1872 495 2308 1633 1054 1834 2207 2154 526 342 285 995 1279 464 617 1933 1985 168 1286 1556 357 1669 530 2008 431 
11	87	111	189	862 559 1327 597 1604 207 2199 497 854 1302 1965 346 1398 1119 636 447 149 1910 162 220 2120 960 1729 1826 37 2087 416 2392 1453 2376 
188	87	130	190	2218 313 452 1125 1127 2091 1895 958 1054 858 2036 733 1112 521 1117 325 1652 2014 2076 1492 1202 1285 1287 949 2230 2232 1534 1410 1516 680 
150	87	102	191	741 1146 1789 573 700 576 1890 972 2131 953 1303 608 6 1401 1291 501 716 610 998 1150 247 166 2287 949 1976 534 1103 511 2149 2067 
112	87	96	192	213 1228 271 1894 253 2346 1425 1427 428 1615 405 2306 1370 654 1374 2016 363 1463 1212 997 619 307 1410 765 163 2120 2319 2395 533 825 
236	87	5	193	742 155 1302 1325 1781 1229 469 1739 1107 2348 344 2119 1504 2017 659 775 1339 1155 563 260 1916 11 907 1726 946 2021 1360 1248 2166 358 
232	87	91	194	1323 762 194 1125 553 1228 397 1588 2342 1428 2382 521 2015 1528 1218 1751 997 202 143 2282 1238 2347 1318 2238 2124 1973 1106 439 1004 804 
9	87	34	195	319 743 987 193 2294 1372 1167 1894 118 2308 1425 970 1733 2157 1017 501 1315 466 1311 1350 1239 1241 1886 17 943 1106 2169 2023 2375 681 
208	87	12	196	623 1164 1163 1263 556 331 1485 959 791 2349 957 344 1469 734 2245 1466 1630 203 868 1353 999 306 123 480 2331 1601 2084 2049 1475 2166 
148	87	136	197	1269 578 2293 1204 663 1309 314 61 117 1717 1813 875 43 2139 182 2 1520 1377 6 1236 467 244 786 14 946 862 1439 413 512 1108 
79	87	34	198	1788 1165 1167 1149 766 1288 116 1438 850 1969 2059 789 1469 2365 2241 1267 2284 267 127 1910 1623 863 1289 1183 1845 2394 1539 1008 290 2399 
125	87	100	199	347 593 1084 154 980 330 1265 1894 1191 1614 1408 324 1674 1466 529 1566 817 462 1919 1397 456 2121 1651 2319 1842 333 1102 1361 2374 1005 
20	87	143	200	151 882 662 1482 1922 27 1983 1612 1524 918 506 420 1395 1754 4 752 1210 1211 464 778 710 483 423 12 2335 537 352 1531 514 
286	171	104	1	762 889 1345 193 275 941 2208 1947 1521 2387 
268	179	135	1	1222 1145 2290 1169 198 2228 49 1074 1584 1506 
52	26	26	1	156 629 181 1896 93 233 977 1631 1968 2326 
203	37	110	1	1208 1263 1267 392 2193 1720 2198 84 2344 44 
207	97	95	1	622 664 1346 391 2096 278 85 1053 2055 978 
109	171	120	2	1788 1349 595 1161 42 2097 1988 119 2137 858 
32	179	70	2	1268 704 28 317 330 61 1097 827 1586 2304 
252	109	141	1	882 1160 190 134 83 237 1050 871 1257 1443 
170	171	77	3	881 215 339 1781 981 1225 976 1586 41 2170 
162	26	128	2	591 1602 669 556 404 1891 2055 1714 527 2072 
185	180	31	1	1301 157 571 609 1546 1547 794 1818 1447 1299 
221	50	112	1	704 986 271 259 2197 254 836 1056 2226 2079 
6	37	108	2	620 1300 1785 627 2051 1968 837 405 652 426 
98	68	15	1	1732 312 315 1489 1891 797 2188 879 950 1615 
164	97	118	2	880 1326 156 89 2341 879 2059 1639 1732 1584 
96	179	108	3	216 595 1081 1120 451 767 1873 1775 695 1851 
275	109	14	2	1327 334 394 797 1051 1542 1614 1914 2248 1752 
81	171	124	4	1348 741 745 1340 609 2051 836 2340 1057 838 
48	180	110	2	763 1200 1265 1920 1906 69 2202 1589 1737 2036 
140	26	126	3	1086 603 1325 705 1201 1309 1487 230 1050 20 
216	171	43	8	621 706 742 1922 1480 1633 793 22 2056 429 
130	171	76	5	1323 322 1946 1347 496 692 958 1816 1637 1582 
136	37	21	3	194 70 274 1891 1735 541 1520 2174 1754 586 
23	77	85	1	1306 1083 158 570 317 1484 1588 1831 852 790 
29	179	80	4	1143 1123 2296 702 273 113 1905 86 1052 1897 
163	97	52	3	1165 1602 1169 2093 833 2135 1718 43 1857 1476 
119	50	25	2	1225 451 1346 660 256 1425 1427 1981 799 1611 
91	26	27	4	1326 665 2297 765 130 498 396 1893 833 878 
58	109	132	3	198 1324 1261 888 1786 703 1928 1905 2341 1193 
271	88	30	1	1227 604 625 551 1832 835 47 979 520 1030 
255	180	58	3	157 2291 196 2191 89 175 237 1199 972 1581 
300	37	99	4	1087 213 2312 577 633 1649 1971 1900 1711 2346 
104	68	42	2	1348 554 571 456 1482 1481 1894 1929 692 1983 
34	171	71	6	601 1262 116 65 1814 20 1716 2225 2138 732 
168	77	26	2	881 985 62 130 137 1196 1549 1616 1853 1945 
15	179	42	5	1142 769 557 193 2194 1878 795 2320 2329 875 
18	134	64	1	707 1266 653 490 855 696 1057 2058 1838 1735 
89	26	92	5	699 627 624 599 1875 254 2136 2343 1942 1192 
279	88	89	2	1224 1204 337 1308 397 250 468 1810 2324 2301 
234	50	115	3	1147 1343 552 692 2050 1052 1056 1548 819 184 
71	68	55	3	156 1308 115 853 1988 1945 731 650 324 812 
138	151	2	1	1207 1343 1713 974 2130 1429 699 1856 2380 541 
27	134	29	2	1303 555 1928 490 831 1770 835 877 2225 1073 
285	169	75	1	337 1329 494 2136 2306 542 939 187 1505 1388 
113	173	17	1	1128 1226 628 80 118 1987 1984 2303 1945 1503 
179	97	65	4	889 1345 1778 499 176 254 1984 1545 1717 46 
108	77	140	3	1221 2295 116 1777 1771 835 340 2365 1291 1358 
167	109	102	4	622 1302 1780 218 63 1487 1421 2155 2111 1463 
105	175	77	1	316 234 1986 973 1969 1058 2152 858 737 1393 
245	37	113	5	884 1262 2095 258 64 179 2345 1055 950 2269 
223	5	93	1	767 63 1873 103 1929 2347 691 1714 2224 2349 
151	88	76	3	1207 271 277 119 1832 837 1427 1966 1298 932 
235	151	114	2	154 313 333 1986 1541 428 403 2389 1508 1528 
237	134	114	3	458 607 668 195 1126 219 24 357 1635 2226 
49	42	103	1	885 36 1877 276 1634 1943 1963 650 1290 1034 
43	92	125	1	159 398 583 2134 1488 1636 1851 2175 423 813 
41	151	20	3	2299 667 983 1481 239 173 851 1059 1038 1691 
214	169	129	2	1301 1121 661 276 626 1637 1943 1946 2220 1402 
211	180	4	4	709 1102 196 1309 2237 234 1817 1075 547 1504 
126	171	57	7	1602 1209 596 312 391 857 836 2268 1255 327 
50	95	113	1	742 1265 574 1774 1632 2341 875 1500 1398 2073 
299	50	67	4	952 628 1870 171 977 2344 834 2059 2302 1525 
192	173	82	2	1084 600 666 1784 113 690 794 2222 465 1250 
118	169	139	3	621 336 331 272 68 1630 22 2225 2032 425 
117	173	88	3	590 1269 138 2347 1540 527 2388 189 2243 995 
3	175	68	3	741 1206 130 112 399 2303 3 1675 814 1258 
65	179	79	6	1322 596 1148 133 2197 1968 2057 536 2227 182 
169	26	112	6	1142 318 1329 1812 695 1616 2300 1075 29 1856 
13	179	81	7	217 339 1082 1347 253 2323 48 1839 2306 2385 
272	97	75	5	743 984 1870 67 251 86 405 540 914 1290 
82	68	28	4	2298 987 859 117 620 238 177 232 1198 2347 
46	109	147	5	151 1086 1141 766 1785 1900 1851 698 535 543 
124	175	137	2	152 708 1220 40 26 1980 1856 2035 187 283 
63	77	105	4	198 1200 66 1390 1858 1715 323 2348 1569 1372 
294	5	109	3	551 1872 879 874 1584 1071 1446 2156 2150 476 
295	26	23	7	151 1928 279 2345 11 26 1967 1778 289 811 
80	112	119	1	1161 764 1927 1859 1719 1696 2078 1019 368 200 
61	88	36	4	334 700 1125 258 278 250 830 2349 1561 1678 
189	5	130	2	213 210 1124 1345 1786 1710 1717 694 2328 873 
190	180	145	5	1087 1349 578 2222 398 974 1838 955 407 2170 
155	37	119	6	1789 1140 1223 1124 859 392 1481 1897 1 2327 
222	134	17	4	604 1161 219 1877 274 93 379 1810 1811 873 
276	42	150	2	1322 668 943 132 1421 2052 792 870 2156 509 
263	50	98	5	579 1935 2292 608 239 1927 1893 1710 1730 1371 
123	151	109	4	319 237 2055 1701 1072 1962 2386 1037 1751 1092 
55	42	47	3	768 335 761 235 839 1299 2245 2265 147 310 
141	97	22	6	2299 2093 665 2297 1870 1631 876 1612 2306 2034 
166	109	19	6	625 762 50 272 396 1903 854 2204 1772 2329 
5	92	4	2	1221 335 981 454 1776 2133 1636 2056 1568 1377 
62	37	95	7	1327 981 1267 1923 395 976 830 1503 2170 1650 
22	143	73	1	887 1342 35 119 172 1901 1738 1717 694 1960 
291	169	81	4	602 2291 310 1308 394 1836 2301 40 657 507 
146	68	54	5	195 1345 1480 396 277 1488 793 1619 1585 1255 
186	77	60	5	330 702 130 176 2199 2344 1719 2348 345 1694 
274	171	78	11	593 1081 2291 1089 1228 137 1181 950 732 1442 
114	95	68	2	1165 1129 855 656 1757 2366 1509 141 1420 1932 
204	173	30	4	458 211 981 1899 138 2201 1424 1548 322 2018 
297	97	67	7	832 1164 2202 989 1399 790 1061 565 1319 1822 
172	92	59	3	622 1035 2030 968 1723 1464 2397 2181 829 1103 
256	112	115	2	1304 774 144 2320 438 897 1133 1194 1961 1418 
