Students	2401
1363	35 69 273 118
1364	83 212 159 149
1365	102 115 247 266
1366	265 152 199 277
1367	227 182 156 284
1368	210 164 287 178
1369	171 240 205 273
1370	253 112 292 175
1371	60 243 263 23
1372	63 281 9 67
1373	76 273 290 158
1374	112 22 29 39
1375	110 15 282 244
1376	267 279 89 266
1377	148 5 293 33
1378	218 42 44 36
1379	177 252 98 36
1380	105 144 99 86
1381	104 250 71 95
1382	264 170 28 286
1383	212 257 132 13
1384	47 217 201 296
1385	280 225 296 162
1386	90 191 257 246
1387	280 230 17 84
1388	285 299 244 7
1389	211 50 82 256
1390	63 159 139 107
1391	253 214 100 70
1392	265 52 94 273
1393	54 291 105 118
1394	176 70 136 67
1395	233 234 20 83
1396	256 161 116 279
1397	215 37 88 125
1398	157 133 11 50
1399	107 297 66 290
1400	54 156 161 269
1401	288 150 4 137
1402	217 156 214 93
1403	276 186 1 98
1404	207 263 41 219
1405	24 138 10 92
1406	70 192 88 210
1407	24 267 12 157
1408	125 66 4 165
1409	290 221 223 237
1410	207 216 188 112
1411	219 103 123 152
1412	92 1 109 32
1413	288 202 298 149
1414	207 240 121 147
1415	45 134 182 144
1416	207 95 201 230
1417	245 274 69 293
1418	18 268 256 74
1419	25 65 209 71
1420	114 26 120 121
1421	276 290 167 25
1422	40 159 67 197
1423	277 284 53 224
1424	204 175 180 258
1425	9 119 112 121
1426	92 149 107 121
1427	112 85 119 151
1428	198 102 232 254
1429	8 138 158 10
1430	140 151 219 105
1431	69 78 147 164
1432	132 244 169 139
1433	128 140 41 27
1434	36 229 231 122
1435	43 16 47 58
1436	120 126 51 213
1437	209 61 142 221
1438	79 216 116 253
1439	148 157 250 239
1440	166 257 164 189
1441	163 48 174 179
1442	89 129 274 73
1443	238 252 296 51
1444	128 215 218 2
1445	237 132 160 257
1446	184 93 294 213
1447	52 224 185 130
1448	78 259 273 214
1449	147 174 151 132
1450	184 83 6 297
1451	272 76 74 137
1452	113 39 36 47
1453	113 192 11 296
1454	67 135 108 190
1455	19 245 274 42
1456	285 59 168 132
1457	241 86 61 183
1458	84 3 48 114
1459	197 96 281 50
1460	183 241 296 38
1461	231 242 160 180
1462	88 249 193 99
1463	288 112 167 13
1464	172 181 219 231
1465	224 47 266 176
1466	125 294 103 208
1467	247 231 201 160
1468	74 96 51 177
1469	79 169 208 240
1470	216 73 108 19
1471	44 33 62 233
1472	143 15 242 287
1473	185 85 57 135
1474	14 68 246 167
1475	267 284 291 208
1476	272 248 75 163
1477	24 145 178 116
1478	10 215 90 70
1479	281 276 158 39
1480	238 216 106 146
1481	121 104 155 41
1482	104 20 16 231
1483	260 77 173 171
1484	194 277 280 23
1485	66 261 208 198
1486	224 209 288 262
1487	167 224 140 84
1488	43 121 146 287
1489	98 139 7 57
1490	215 292 223 179
1491	284 47 158 39
1492	253 206 227 188
1493	264 80 231 283
1494	35 261 239 231
1495	284 241 38 3
1496	129 252 245 100
1497	267 136 116 256
1498	156 216 6 36
1499	248 147 16 26
1500	66 96 50 81
1501	54 14 93 144
1502	237 137 107 179
1503	60 113 62 59
1504	211 40 236 253
1505	285 16 149 42
1506	249 100 69 268
1507	174 90 273 219
1508	13 168 262 235
1509	280 59 114 30
1510	32 63 89 153
1511	84 268 180 56
1512	172 74 257 159
1513	165 56 102 280
1514	239 6 273 81
1515	196 165 230 166
1516	173 188 283 14
1517	70 228 216 139
1518	36 226 75 182
1519	287 33 285 127
1520	31 148 297 136
1521	286 254 249 216
1522	184 5 90 67
1523	15 187 247 37
1524	95 298 20 137
1525	39 221 299 289
1526	273 18 47 156
1527	287 159 175 24
1528	235 238 232 43
1529	233 168 181 170
1530	276 284 176 286
1531	135 229 20 70
1532	71 24 252 183
1533	15 18 294 137
1534	259 291 188 204
1535	182 177 248 173
1536	145 211 226 70
1537	74 25 201 111
1538	136 192 39 298
1539	178 79 62 76
1540	284 86 117 111
1541	77 244 98 235
1542	275 39 205 81
1543	156 67 128 78
1544	198 44 254 238
1545	219 171 25 179
1546	152 295 185 95
1547	275 185 242 228
1548	234 38 53 204
1549	1 277 168 21
1550	129 215 278 60
1551	228 290 75 94
1552	149 139 278 45
1553	66 74 122 86
1554	42 152 237 171
1555	154 294 135 192
1556	166 97 117 109
1557	124 140 70 294
1558	283 196 211 96
1559	89 155 95 203
1560	129 177 53 5
1561	175 221 61 85
1562	144 185 174 175
1563	40 160 67 81
1564	135 113 289 281
1565	194 269 287 156
1566	143 127 103 125
1567	127 283 54 43
1568	5 283 40 220
1569	173 63 31 90
1570	33 247 240 217
1571	42 121 75 1
1572	151 279 46 217
1573	90 28 224 135
1574	190 197 249 86
1575	116 143 261 288
1576	176 35 266 170
1577	48 250 231 153
1578	37 104 57 282
1579	90 225 252 197
1580	283 28 77 100
1581	17 171 255 270
1582	145 129 130 84
1583	137 224 47 215
1584	197 164 268 294
1585	146 284 122 270
1586	32 170 228 133
1587	74 243 293 140
1588	232 23 209 120
1589	48 83 2 31
1590	230 139 251 237
1591	271 74 108 300
1592	238 214 137 155
1593	280 32 269 297
1594	213 180 251 184
1595	33 121 180 16
1596	24 174 293 51
1597	44 147 196 218
1598	287 219 85 46
1599	120 152 77 85
1600	141 104 91 205
1601	208 131 57 126
1602	96 162 126 163
1603	237 114 73 259
1604	166 132 11 110
1605	111 77 169 102
1606	199 282 65 145
1607	91 134 162 164
1608	119 44 245 123
1609	105 245 101 275
1610	100 249 70 231
1611	119 161 131 177
1612	219 20 141 254
1613	241 282 132 144
1614	267 125 275 282
1615	112 143 98 44
1616	240 168 115 169
1617	10 122 226 24
1618	153 85 25 210
1619	107 146 140 31
1620	139 43 37 173
1621	194 107 280 247
1622	195 269 199 270
1623	116 233 79 122
1624	61 5 108 299
1625	180 1 40 174
1626	286 73 281 53
1627	204 296 282 108
1628	38 26 174 123
1629	59 293 189 300
1630	118 208 261 173
1631	52 84 206 141
1632	50 74 59 197
1633	97 216 178 56
1634	49 120 77 225
1635	259 70 195 237
1636	4 234 5 43
1637	155 214 130 145
1638	247 228 229 165
1639	164 267 99 259
1640	149 22 50 74
1641	198 152 145 53
1642	209 223 35 33
1643	298 174 84 206
1644	142 26 284 121
1645	117 237 285 38
1646	161 50 8 222
1647	199 111 41 98
1648	128 72 68 281
1649	156 300 121 180
1650	279 48 162 62
1651	143 78 125 24
1652	87 188 98 238
1653	15 61 74 240
1654	4 135 292 83
1655	81 144 178 106
1656	87 231 154 185
1657	174 64 268 272
1658	121 52 180 158
1659	282 159 110 178
1660	223 93 168 271
1661	59 75 186 185
1662	139 111 214 250
1663	117 233 51 298
1664	42 96 292 62
1665	41 161 102 133
1666	86 102 237 19
1667	243 234 93 239
1668	279 49 262 164
1669	243 196 224 97
1670	5 165 248 254
1671	267 196 90 116
1672	258 23 182 160
1673	298 177 165 90
1674	125 230 36 138
1675	3 35 77 164
1676	234 273 170 259
1677	74 226 242 78
1678	227 161 10 61
1679	143 23 134 156
1680	70 199 254 65
1681	266 121 159 14
1682	139 92 151 246
1683	110 262 98 241
1684	93 245 193 201
1685	28 88 17 133
1686	31 214 116 243
1687	176 157 213 224
1688	151 165 173 48
1689	278 128 286 239
1690	194 259 258 209
1691	41 182 251 135
1692	182 98 99 198
1693	107 85 94 87
1694	15 193 135 186
1695	216 191 159 155
1696	265 155 80 14
1697	181 260 246 51
1698	185 109 147 231
1699	66 10 215 180
1700	3 285 286 259
1701	115 134 269 123
1702	220 88 294 174
1703	191 23 281 265
1704	169 184 219 123
1705	243 260 241 177
1706	257 262 64 203
1707	155 127 217 264
1708	10 274 218 278
1709	33 224 158 12
1710	263 199 189 297
1711	300 26 260 62
1712	197 42 10 224
1713	118 2 239 138
1714	75 103 223 162
1715	288 287 1 63
1716	153 34 265 210
1717	22 148 189 179
1718	163 84 40 241
1719	275 80 17 186
1720	203 45 7 55
1721	231 196 42 210
1722	63 152 246 198
1723	204 165 129 172
1724	137 239 214 182
1725	214 162 185 244
1726	236 37 156 102
1727	264 15 299 219
1728	271 295 289 59
1729	11 184 14 43
1730	269 132 183 263
1731	261 180 88 83
1732	45 164 289 98
1733	135 17 177 9
1734	179 127 241 282
1735	194 116 136 18
1736	93 88 249 264
1737	48 195 215 92
1738	22 68 251 39
1739	234 67 236 53
1740	286 4 37 84
1741	23 114 295 16
1742	216 258 209 10
1743	149 41 16 212
1744	119 38 218 77
1745	196 95 195 1
1746	6 93 55 202
1747	115 134 244 130
1748	99 276 28 121
1749	268 139 198 49
1750	253 196 248 40
1751	123 200 130 232
1752	157 147 275 47
1753	102 183 192 103
1754	20 289 136 141
1755	57 250 182 65
1756	184 259 218 220
1757	50 114 284 215
1758	177 17 283 76
1759	203 48 141 4
1760	68 289 299 40
1761	182 296 288 173
1762	63 122 287 82
1763	225 25 206 277
1764	290 100 223 87
1765	107 132 27 264
1766	266 220 193 84
1767	114 38 19 67
1768	293 243 209 280
1769	216 53 75 95
1770	106 27 205 258
1771	85 30 178 108
1772	31 166 161 230
1773	183 110 210 283
1774	50 158 28 215
1775	96 187 293 260
1776	282 38 239 5
1777	199 108 176 184
1778	179 173 213 295
1779	298 293 296 135
1780	59 167 107 149
1781	26 19 170 236
1782	282 45 76 122
1783	250 206 84 132
1784	60 152 212 192
1785	6 46 77 120
1786	58 189 111 133
1787	157 147 154 267
1788	156 16 109 79
1789	155 139 150 278
1790	54 69 34 194
1791	7 138 244 27
1792	282 209 37 289
1793	117 281 206 237
1794	157 266 203 265
1795	27 153 7 93
1796	99 163 17 110
1797	177 288 160 213
1798	24 84 127 75
1799	272 160 75 283
1800	36 248 111 219
1801	248 4 37 227
1802	221 218 145 228
1803	266 181 133 132
1804	68 184 156 178
1805	274 37 25 200
1806	18 132 2 287
1807	1 64 209 34
1808	182 247 2 249
1809	31 133 198 138
1810	222 279 254 122
1811	88 266 222 16
1812	47 169 10 257
1813	227 230 148 218
1814	239 47 34 175
1815	213 288 280 244
1816	21 296 130 107
1817	199 211 40 26
1818	110 185 87 241
1819	155 73 4 82
1820	58 109 240 144
1821	47 166 127 184
1822	261 170 291 297
1823	66 40 203 219
1824	103 209 169 116
1825	162 253 258 59
1826	55 11 250 119
1827	211 68 163 267
1828	57 111 178 249
1829	235 56 298 113
1830	92 120 289 288
1831	293 23 210 160
1832	271 287 224 151
1833	137 35 205 170
1834	97 234 181 69
1835	29 262 54 250
1836	291 194 45 103
1837	44 277 66 233
1838	225 265 190 18
1839	58 67 13 177
1840	265 14 2 252
1841	203 176 75 160
1842	289 125 159 201
1843	91 283 268 176
1844	57 169 34 6
1845	284 109 178 79
1846	2 235 220 278
1847	12 93 290 270
1848	90 216 30 137
1849	267 17 90 120
1850	129 85 135 83
1851	43 178 46 96
1852	4 144 220 282
1853	217 267 248 168
1854	230 2 244 260
1855	17 45 120 262
1856	138 226 169 124
1857	240 85 163 57
1858	63 176 145 217
1859	80 212 185 289
1860	187 173 288 89
1861	222 171 69 37
1862	286 48 287 100
1863	131 161 227 115
1864	114 279 144 285
1865	100 220 297 262
1866	215 135 6 90
1867	103 218 178 266
1868	105 261 196 152
1869	72 44 206 211
1870	272 68 141 299
1871	187 69 131 17
1872	97 294 157 183
1873	193 180 96 223
1874	67 230 176 88
1875	213 153 89 102
1876	28 92 145 225
1877	110 49 281 222
1878	238 44 15 228
1879	171 7 83 135
1880	271 75 71 60
1881	56 179 292 67
1882	13 124 64 275
1883	19 257 44 169
1884	274 44 282 244
1885	78 114 47 45
1886	268 9 284 123
1887	7 60 124 292
1888	93 129 260 35
1889	290 185 100 90
1890	12 36 150 74
1891	136 162 98 42
1892	7 201 37 152
1893	174 91 263 8
1894	112 104 9 125
1895	106 218 188 94
1896	52 256 76 143
1897	147 233 155 29
1898	244 168 33 91
1899	8 38 196 204
1900	246 46 300 100
1901	228 219 22 145
1902	75 144 145 215
1903	193 267 166 244
1904	66 180 264 87
1905	76 29 58 19
1906	48 205 173 110
1907	284 135 83 84
1908	110 199 37 7
1909	215 257 240 84
1910	11 79 111 175
1911	277 250 168 140
1912	3 92 217 220
1913	109 154 139 162
1914	61 228 199 275
1915	147 25 227 145
1916	236 212 98 289
1917	261 193 184 286
1918	24 254 165 142
1919	125 291 32 225
1920	84 171 24 48
1921	103 93 254 21
1922	289 296 216 20
1923	62 147 248 34
1924	218 135 24 226
1925	261 64 191 290
1926	17 111 77 129
1927	238 103 80 263
1928	27 295 58 174
1929	161 104 223 199
1930	198 244 213 249
1931	280 246 141 149
1932	201 114 54 183
1933	17 78 254 97
1934	218 123 179 229
1935	194 220 243 263
1936	141 166 116 93
1937	119 54 64 211
1938	64 30 187 171
1939	52 118 206 143
1940	284 213 130 26
1941	292 179 116 233
1942	287 157 89 60
1943	49 214 93 205
1944	293 103 198 202
1945	113 8 71 168
1946	278 214 206 130
1947	59 286 38 56
1948	2 262 85 116
1949	212 37 260 145
1950	52 166 158 77
1951	231 215 126 77
1952	250 134 143 174
1953	265 98 57 268
1954	240 29 272 85
1955	109 53 31 55
1956	147 177 264 243
1957	185 201 56 164
1958	210 24 80 101
1959	78 192 230 91
1960	22 230 68 135
1961	256 153 38 31
1962	7 89 123 184
1963	49 289 145 100
1964	181 4 25 244
1965	262 75 104 11
1966	151 190 229 24
1967	262 128 288 295
1968	65 52 273 6
1969	120 105 79 145
1970	40 284 36 286
1971	144 300 292 4
1972	72 144 276 49
1973	106 54 232 269
1974	261 23 163 139
1975	263 67 78 68
1976	1 134 142 150
1977	30 151 73 165
1978	93 206 71 77
1979	174 21 77 36
1980	124 95 287 218
1981	119 193 194 86
1982	147 212 145 31
1983	28 153 104 20
1984	194 173 113 179
1985	97 201 197 5
1986	105 173 10 235
1987	101 200 161 113
1988	143 71 47 109
1989	270 28 213 258
1990	127 174 140 99
1991	272 233 217 159
1992	37 269 249 271
1993	66 275 92 294
1994	240 282 143 292
1995	42 103 281 131
1996	183 247 192 128
1997	78 26 40 136
1998	152 153 24 147
1999	77 60 78 173
2000	3 161 66 46
2001	223 187 220 228
2002	222 50 48 239
2003	23 108 88 86
2004	32 181 267 116
2005	197 1 247 214
2006	200 91 275 292
2007	25 260 108 183
2008	97 215 70 246
2009	99 177 144 278
2010	219 296 18 29
2011	240 23 250 137
2012	282 53 281 18
2013	60 46 234 43
2014	188 207 268 152
2015	232 297 77 1
2016	285 112 52 185
2017	189 236 192 1
2018	130 204 174 132
2019	190 193 60 160
2020	35 283 277 289
2021	124 236 280 25
2022	162 136 57 46
2023	9 197 278 63
2024	13 182 294 95
2025	258 74 38 95
2026	109 233 136 276
2027	115 127 119 137
2028	94 279 199 80
2029	170 149 299 27
2030	5 87 61 172
2031	233 175 45 270
2032	8 145 118 139
2033	77 178 64 176
2034	103 201 282 141
2035	124 215 24 40
2036	91 48 188 262
2037	107 152 243 86
2038	26 253 30 6
2039	146 127 57 200
2040	170 189 266 132
2041	32 218 251 183
2042	18 217 249 53
2043	116 74 227 258
2044	197 43 254 28
2045	131 113 214 30
2046	164 144 130 167
2047	154 17 182 228
2048	38 66 211 122
2049	266 45 37 208
2050	106 95 234 14
2051	81 270 99 6
2052	72 276 86 137
2053	87 171 117 282
2054	69 73 93 14
2055	261 123 207 162
2056	216 198 173 5
2057	131 213 65 176
2058	106 140 238 18
2059	79 164 178 299
2060	60 47 35 290
2061	133 220 92 205
2062	162 194 101 298
2063	94 10 43 34
2064	12 30 115 202
2065	102 83 266 226
2066	217 13 31 211
2067	118 247 295 150
2068	26 195 114 40
2069	36 67 242 228
2070	299 288 64 257
2071	218 217 231 135
2072	162 2 74 21
2073	261 50 205 69
2074	129 263 228 120
2075	282 185 243 262
2076	188 254 4 225
2077	88 186 182 24
2078	80 177 260 229
2079	207 19 221 265
2080	158 222 255 50
2081	138 116 282 139
2082	268 292 90 78
2083	35 260 34 129
2084	227 199 193 208
2085	61 264 175 260
2086	151 126 42 93
2087	184 226 75 11
2088	51 225 138 173
2089	75 3 262 39
2090	143 283 149 127
2091	292 229 188 200
2092	173 115 296 14
2093	278 141 174 163
2094	17 258 173 73
2095	17 181 241 245
2096	261 207 42 99
2097	76 183 100 109
2098	218 70 137 205
2099	258 4 94 173
2100	4 286 122 39
2101	157 227 71 42
2102	245 51 80 63
2103	45 225 131 185
2104	222 198 260 114
2105	182 295 160 135
2106	68 123 235 243
2107	24 241 258 113
2108	247 88 289 91
2109	161 227 177 274
2110	102 254 224 69
2111	134 244 167 276
2112	66 14 134 26
2113	47 290 175 168
2114	145 251 99 139
2115	145 282 141 62
2116	152 8 25 217
2117	264 63 186 299
2118	164 149 169 200
2119	115 178 236 225
2120	112 220 11 251
2121	238 125 58 267
2122	174 106 214 261
2123	278 225 272 36
2124	232 14 145 220
2125	29 64 213 147
2126	288 248 72 266
2127	249 108 127 116
2128	45 228 96 5
2129	263 2 238 55
2130	138 7 229 42
2131	92 102 150 174
2132	177 261 187 283
2133	19 5 33 215
2134	43 64 161 179
2135	156 163 53 226
2136	212 278 285 89
2137	121 36 107 109
2138	139 84 34 132
2139	133 148 132 258
2140	7 292 173 127
2141	87 223 66 195
2142	38 294 165 68
2143	78 179 26 195
2144	27 101 272 195
2145	23 78 281 213
2146	40 21 31 259
2147	25 159 255 197
2148	80 77 144 21
2149	81 99 150 175
2150	294 120 221 165
2151	48 229 254 2
2152	269 59 105 300
2153	210 33 44 83
2154	97 290 264 39
2155	106 83 167 2
2156	276 294 264 196
2157	9 170 293 212
2158	251 67 30 152
2159	241 243 257 231
2160	51 37 82 229
2161	43 90 242 256
2162	31 33 181 7
2163	3 59 240 93
2164	268 3 108 78
2165	80 176 191 219
2166	208 172 236 290
2167	229 178 50 254
2168	80 225 147 65
2169	270 171 106 9
2170	259 170 62 190
2171	198 202 7 95
2172	267 273 158 205
2173	270 239 145 159
2174	136 248 209 174
2175	43 42 220 76
2176	181 128 82 28
2177	84 168 59 180
2178	278 259 149 295
2179	84 14 73 171
2180	10 116 271 110
2181	172 209 245 127
2182	211 292 190 88
2183	216 244 157 284
2184	230 158 40 286
2185	248 244 164 231
2186	36 81 285 159
2187	167 292 151 228
2188	21 171 75 98
2189	172 40 64 131
2190	224 283 133 292
2191	21 288 278 255
2192	142 251 76 240
2193	107 116 53 203
2194	259 95 257 15
2195	147 160 267 158
2196	220 195 213 172
2197	195 133 221 65
2198	103 120 213 203
2199	94 186 11 172
2200	276 167 16 133
2201	66 194 204 224
2202	67 297 48 120
2203	250 199 200 68
2204	205 106 129 166
2205	93 2 246 280
2206	215 155 128 7
2207	258 235 68 97
2208	286 120 121 39
2209	60 219 191 100
2210	142 59 185 194
2211	246 101 285 35
2212	171 235 1 26
2213	294 221 115 241
2214	86 65 70 67
2215	218 194 175 146
2216	196 80 299 275
2217	186 46 83 67
2218	188 280 210 33
2219	205 13 151 144
2220	214 26 109 91
2221	198 282 191 201
2222	190 120 192 67
2223	273 131 196 135
2224	223 14 103 92
2225	34 27 23 118
2226	143 199 237 221
2227	147 23 26 65
2228	268 145 160 31
2229	129 36 35 67
2230	188 234 142 87
2231	76 14 15 115
2232	1 276 188 165
2233	237 248 194 182
2234	134 36 118 230
2235	17 271 103 231
2236	42 238 177 135
2237	54 118 211 103
2238	232 55 254 183
2239	136 103 85 240
2240	77 290 205 207
2241	196 158 268 79
2242	298 154 131 88
2243	187 288 111 117
2244	219 10 252 157
2245	10 208 238 55
2246	24 48 296 18
2247	253 191 100 258
2248	130 39 275 200
2249	143 18 300 24
2250	234 192 162 116
2251	145 44 76 240
2252	206 247 1 174
2253	63 281 244 230
2254	207 249 145 218
2255	202 200 84 296
2256	162 42 241 281
2257	141 243 111 41
2258	51 100 82 197
2259	296 90 221 176
2260	31 284 264 73
2261	174 73 225 171
2262	26 56 67 216
2263	203 72 44 211
2264	158 238 201 43
2265	280 229 55 279
2266	65 288 246 243
2267	198 128 225 262
2268	78 126 184 212
2269	245 262 283 107
2270	4 262 168 131
2271	203 293 225 253
2272	5 220 289 25
2273	40 152 248 140
2274	183 265 142 132
2275	124 253 248 94
2276	270 89 45 66
2277	119 165 118 180
2278	85 269 242 290
2279	165 114 206 144
2280	161 176 217 184
2281	191 72 99 59
2282	232 146 177 233
2283	291 261 200 161
2284	79 183 74 15
2285	175 183 154 47
2286	244 1 57 194
2287	47 196 150 200
2288	181 235 56 160
2289	30 93 59 54
2290	187 242 72 268
2291	274 255 291 2
2292	263 154 159 132
2293	159 76 148 74
2294	159 69 266 9
2295	69 44 229 108
2296	29 31 176 56
2297	91 265 14 141
2298	277 25 82 199
2299	156 41 141 152
2300	165 182 178 169
2301	279 291 175 139
2302	73 299 129 16
2303	284 3 113 264
2304	32 242 87 267
2305	179 28 290 247
2306	141 13 285 112
2307	260 269 104 29
2308	9 215 37 97
2309	184 2 115 134
2310	300 47 135 230
2311	295 109 166 274
2312	244 111 300 1
2313	160 90 195 35
2314	111 28 269 149
2315	60 45 58 191
2316	192 57 229 250
2317	18 5 281 15
2318	117 262 30 199
2319	125 112 169 85
2320	69 157 256 15
2321	19 21 99 95
2322	212 266 290 64
2323	206 215 31 13
2324	35 66 253 279
2325	101 197 29 94
2326	260 52 90 73
2327	155 122 95 258
2328	189 83 231 75
2329	278 15 166 209
2330	106 162 66 253
2331	72 292 208 49
2332	37 275 147 111
2333	33 113 258 146
2334	63 147 165 280
2335	213 13 296 20
2336	71 202 139 10
2337	121 101 62 77
2338	57 53 204 261
2339	231 223 154 171
2340	68 93 201 81
2341	58 290 50 164
2342	176 244 232 241
2343	74 128 89 171
2344	195 203 186 299
2345	245 250 68 295
2346	48 84 112 300
2347	117 232 82 223
2348	277 236 186 63
2349	61 107 208 223
2350	234 258 205 195
2351	17 157 251 175
2352	168 229 223 247
2353	126 25 172 94
2354	228 96 51 259
2355	10 107 132 44
2356	39 131 65 176
2357	222 38 28 202
2358	2 239 60 268
2359	86 213 14 101
2360	55 205 41 195
2361	12 30 270 124
2362	109 58 266 227
2363	15 158 200 211
2364	215 256 218 193
2365	200 79 67 108
2366	270 10 114 243
2367	12 69 72 54
2368	289 262 170 122
2369	25 207 133 215
2370	282 296 59 292
2371	64 123 175 47
2372	152 246 146 215
2373	282 204 257 258
2374	30 162 125 180
2375	243 9 74 252
2376	11 27 24 182
2377	102 228 196 63
2378	197 146 240 71
2379	206 46 123 249
2380	88 138 297 59
2381	153 281 99 266
2382	292 69 42 232
2383	28 133 53 91
2384	280 202 144 24
2385	28 30 13 7
2386	254 18 123 206
2387	130 298 286 85
2388	117 88 263 205
2389	235 215 210 289
2390	291 271 170 118
2391	210 70 220 260
2392	11 7 287 56
2393	17 56 221 226
2394	265 79 298 289
2395	165 277 128 112
2396	37 214 101 259
2397	47 166 259 172
2398	34 65 298 189
2399	79 157 199 246
2400	95 217 119 293
2401	193 129 85 28
