Students	9025
2267	214 347 531 80
2268	753 636 81 424
2269	1115 335 1143 93
2270	286 143 288 737
2271	339 911 67 435
2272	217 129 271 753
2273	899 1033 238 577
2274	416 56 961 186
2275	738 459 19 937
2276	1050 525 1114 314
2277	1193 86 254 890
2278	551 1035 402 781
2279	289 430 1008 637
2280	324 484 419 307
2281	890 278 59 372
2282	578 978 570 528
2283	969 610 1189 428
2284	360 697 150 644
2285	934 904 196 508
2286	556 801 437 51
2287	558 892 1141 1057
2288	504 652 347 824
2289	911 547 575 115
2290	929 902 1084 903
2291	654 254 245 232
2292	174 194 1122 609
2293	112 977 1019 961
2294	315 952 113 367
2295	870 233 457 785
2296	4 21 795 1152
2297	1048 408 903 1137
2298	80 914 198 337
2299	748 90 37 163
2300	203 379 131 298
2301	524 624 409 603
2302	1144 300 478 170
2303	46 1126 955 197
2304	358 1113 146 134
2305	475 36 256 414
2306	409 176 1004 97
2307	341 743 1117 847
2308	400 515 425 693
2309	250 169 614 256
2310	467 705 352 98
2311	396 320 533 658
2312	355 344 429 886
2313	751 622 265 401
2314	981 544 419 1014
2315	848 891 397 618
2316	416 656 554 382
2317	728 1032 921 103
2318	394 1099 296 611
2319	455 502 761 1168
2320	736 805 1180 86
2321	617 69 357 348
2322	949 938 1047 364
2323	55 225 405 448
2324	694 469 703 367
2325	835 989 279 1176
2326	694 771 299 677
2327	691 912 368 927
2328	31 858 985 58
2329	914 1183 1176 896
2330	842 94 249 906
2331	634 663 942 705
2332	998 556 193 787
2333	185 1040 1075 9
2334	756 519 201 506
2335	1174 898 215 34
2336	131 1150 95 1073
2337	1005 561 1058 950
2338	1142 1070 251 267
2339	109 399 131 1143
2340	577 909 1155 934
2341	228 461 251 1082
2342	322 1073 1022 545
2343	196 213 1179 117
2344	596 649 1112 844
2345	513 764 547 636
2346	1143 130 265 888
2347	93 592 671 1119
2348	564 671 981 784
2349	174 1054 775 839
2350	826 584 631 923
2351	464 250 320 692
2352	297 286 1153 631
2353	967 783 1169 132
2354	1097 190 38 326
2355	577 107 283 642
2356	818 1020 548 1026
2357	314 783 862 290
2358	701 176 1126 750
2359	648 826 364 246
2360	999 424 82 553
2361	758 204 247 985
2362	1047 229 1025 903
2363	288 487 564 452
2364	191 967 12 999
2365	159 208 1136 1183
2366	883 171 944 277
2367	489 307 667 260
2368	273 1143 219 297
2369	811 856 363 906
2370	546 874 984 916
2371	102 173 29 522
2372	839 1074 782 1133
2373	395 705 348 772
2374	695 778 1096 507
2375	867 290 753 750
2376	1137 522 1036 1160
2377	558 480 637 1061
2378	347 592 402 519
2379	167 756 2 369
2380	88 1057 894 832
2381	1086 638 145 322
2382	650 917 854 641
2383	302 570 1162 309
2384	632 242 756 1043
2385	1156 497 711 860
2386	579 1092 453 1002
2387	137 433 381 14
2388	690 1149 35 986
2389	402 146 352 868
2390	1108 748 270 431
2391	976 583 1144 996
2392	523 650 381 698
2393	250 665 682 996
2394	94 752 289 572
2395	1156 396 485 654
2396	965 1168 148 254
2397	347 1177 94 198
2398	1031 138 19 778
2399	513 715 90 723
2400	641 905 683 815
2401	43 236 160 657
2402	361 1087 273 99
2403	271 704 465 989
2404	89 1128 708 650
2405	902 407 771 1018
2406	571 300 57 833
2407	318 317 1092 733
2408	8 527 491 918
2409	611 385 634 697
2410	336 361 882 265
2411	213 245 811 1125
2412	387 333 1100 56
2413	21 113 56 610
2414	110 940 1151 126
2415	287 212 860 629
2416	188 798 688 120
2417	818 539 726 81
2418	861 297 98 455
2419	545 21 565 1051
2420	851 1055 678 1106
2421	1167 661 130 1184
2422	975 727 1087 771
2423	510 1006 277 665
2424	692 762 761 375
2425	797 456 686 76
2426	844 649 581 283
2427	587 962 1071 93
2428	960 894 205 105
2429	60 543 1072 713
2430	639 804 234 199
2431	1029 1108 648 90
2432	192 109 467 818
2433	608 474 1116 259
2434	1102 779 652 735
2435	899 766 738 677
2436	651 235 805 82
2437	8 287 331 193
2438	641 720 463 91
2439	905 111 849 593
2440	495 1130 506 250
2441	548 622 457 210
2442	364 662 661 568
2443	1106 467 275 841
2444	232 3 542 1160
2445	636 1090 739 138
2446	930 60 926 365
2447	309 592 551 783
2448	477 698 711 497
2449	412 571 560 306
2450	239 407 1146 1135
2451	1044 1156 1041 534
2452	493 1185 617 1103
2453	502 209 344 1162
2454	354 412 471 668
2455	937 841 1106 732
2456	132 1068 747 115
2457	1104 604 411 996
2458	127 227 1131 438
2459	250 326 1115 701
2460	678 1071 597 214
2461	100 758 509 1018
2462	388 1044 403 1048
2463	151 761 649 1097
2464	970 450 565 494
2465	264 132 127 578
2466	685 339 803 625
2467	1082 939 850 1127
2468	588 191 63 350
2469	266 534 539 1191
2470	373 424 87 575
2471	527 194 1134 1179
2472	1137 397 491 648
2473	786 203 487 969
2474	32 252 1030 90
2475	69 137 299 440
2476	575 976 407 1097
2477	948 366 507 987
2478	716 722 886 699
2479	694 1084 394 958
2480	1030 601 506 263
2481	206 450 5 981
2482	20 32 1076 432
2483	399 58 2 1105
2484	442 66 350 164
2485	682 401 281 491
2486	1063 335 19 702
2487	98 29 1086 105
2488	1079 826 283 881
2489	489 107 619 268
2490	366 434 655 80
2491	66 685 1063 796
2492	1058 615 644 919
2493	46 583 27 248
2494	136 1175 959 1047
2495	698 172 849 464
2496	134 352 320 149
2497	500 1097 753 300
2498	732 87 823 918
2499	59 330 1140 743
2500	872 821 571 84
2501	91 1112 368 676
2502	214 107 172 818
2503	180 1028 278 608
2504	1064 332 1149 103
2505	548 612 329 552
2506	564 1150 716 898
2507	770 753 155 449
2508	1133 58 38 573
2509	1159 1092 419 591
2510	74 1164 1199 671
2511	117 445 517 1070
2512	147 51 58 107
2513	418 180 370 123
2514	886 23 330 865
2515	437 720 716 982
2516	16 424 653 876
2517	271 766 285 263
2518	988 1108 283 1071
2519	845 903 667 446
2520	478 911 290 239
2521	1078 615 147 576
2522	246 917 336 971
2523	1014 188 266 637
2524	253 695 407 1195
2525	904 732 229 1194
2526	1171 562 534 38
2527	479 351 418 972
2528	774 708 938 126
2529	1065 254 911 1003
2530	1017 90 751 489
2531	475 141 740 381
2532	864 95 536 531
2533	937 1149 703 815
2534	887 495 39 581
2535	1050 573 85 174
2536	985 442 537 1026
2537	153 680 1183 313
2538	257 141 235 430
2539	943 1045 343 459
2540	2 474 1182 911
2541	192 329 251 715
2542	805 278 112 843
2543	777 98 1077 391
2544	114 215 541 962
2545	101 132 1010 138
2546	520 967 246 1152
2547	848 553 445 783
2548	1089 299 847 173
2549	537 514 273 187
2550	217 291 689 1130
2551	666 1038 169 775
2552	35 458 898 296
2553	676 397 198 575
2554	416 378 222 375
2555	523 637 593 888
2556	72 251 231 292
2557	382 1038 465 895
2558	503 97 262 852
2559	846 472 1002 1157
2560	320 660 315 363
2561	1165 196 697 136
2562	343 174 19 583
2563	218 762 239 68
2564	1171 640 277 659
2565	949 1076 1119 475
2566	58 1172 959 352
2567	419 555 193 396
2568	268 1012 612 544
2569	754 845 572 535
2570	1151 286 580 39
2571	755 488 591 678
2572	542 826 988 907
2573	923 578 889 847
2574	465 403 160 1040
2575	257 768 268 594
2576	345 355 177 395
2577	800 813 521 90
2578	1180 773 1057 386
2579	201 120 1167 815
2580	833 52 457 683
2581	483 1193 234 661
2582	530 141 463 822
2583	919 509 806 984
2584	18 648 1100 216
2585	1170 157 776 350
2586	641 285 161 254
2587	382 1180 88 972
2588	858 292 676 574
2589	908 569 316 58
2590	372 616 188 1031
2591	1099 609 802 101
2592	1004 542 614 675
2593	871 1046 965 148
2594	759 1179 1170 662
2595	1021 125 1064 61
2596	565 898 338 1176
2597	374 1055 376 360
2598	559 514 1020 249
2599	804 793 855 814
2600	917 266 1014 879
2601	1153 175 1139 477
2602	664 309 767 18
2603	104 1101 118 615
2604	313 76 437 914
2605	917 970 166 482
2606	509 317 1003 839
2607	265 873 960 840
2608	722 423 282 293
2609	893 61 972 386
2610	1039 862 727 921
2611	1078 322 615 959
2612	1055 156 458 412
2613	785 274 861 266
2614	342 598 1065 1164
2615	1169 277 527 529
2616	198 95 1191 305
2617	459 222 121 102
2618	730 265 1044 557
2619	1082 299 808 159
2620	23 483 156 805
2621	368 815 226 540
2622	781 685 498 510
2623	34 117 14 918
2624	1194 869 1110 43
2625	252 48 361 1177
2626	97 353 297 401
2627	498 111 737 520
2628	117 329 210 703
2629	566 660 499 518
2630	675 1165 509 702
2631	1187 1176 1069 103
2632	557 300 241 534
2633	755 480 655 932
2634	787 268 91 156
2635	1030 680 172 412
2636	140 787 933 1165
2637	450 699 212 26
2638	222 665 57 966
2639	903 532 70 133
2640	44 500 149 727
2641	1025 148 266 1123
2642	351 988 463 815
2643	786 110 558 733
2644	179 905 436 534
2645	343 592 450 431
2646	676 230 1132 725
2647	577 654 711 784
2648	1035 401 96 1197
2649	133 145 37 280
2650	692 37 902 948
2651	203 1062 1051 186
2652	537 979 244 843
2653	473 944 439 437
2654	388 363 907 1075
2655	823 262 1043 1131
2656	121 626 696 916
2657	756 766 937 109
2658	1131 281 1050 397
2659	864 1190 78 154
2660	936 163 1006 206
2661	397 1020 131 302
2662	572 428 772 921
2663	105 949 797 709
2664	148 786 511 5
2665	75 184 335 146
2666	736 254 1096 81
2667	138 1197 727 414
2668	71 5 1099 421
2669	967 925 413 275
2670	732 373 437 125
2671	619 1113 485 1007
2672	1103 39 1153 555
2673	957 585 88 244
2674	1046 177 957 237
2675	653 406 706 556
2676	175 976 588 1164
2677	286 1045 618 87
2678	1047 400 553 178
2679	507 513 971 964
2680	1111 538 41 330
2681	626 1073 250 809
2682	470 223 1069 82
2683	408 846 1076 508
2684	393 984 325 547
2685	1041 557 1180 88
2686	318 373 14 610
2687	614 439 519 267
2688	938 1167 203 345
2689	616 732 603 202
2690	133 26 569 704
2691	117 54 760 761
2692	1170 90 406 270
2693	1027 404 1197 1053
2694	879 772 572 119
2695	1172 97 712 261
2696	609 179 531 217
2697	468 1016 689 196
2698	30 675 995 793
2699	799 225 504 1047
2700	9 968 344 1062
2701	544 1131 826 662
2702	991 138 641 1031
2703	619 239 655 737
2704	114 674 873 398
2705	609 20 740 423
2706	475 671 398 564
2707	1120 533 261 872
2708	204 1142 799 876
2709	459 415 438 628
2710	369 590 540 15
2711	480 1169 1039 762
2712	21 795 229 826
2713	875 618 697 823
2714	1037 285 694 928
2715	81 768 36 415
2716	774 347 164 398
2717	1132 203 1060 558
2718	175 678 333 221
2719	942 684 606 698
2720	763 360 635 160
2721	917 1105 782 543
2722	498 666 216 243
2723	644 441 754 4
2724	738 139 938 1020
2725	697 1022 824 607
2726	1128 1023 1144 853
2727	506 94 271 997
2728	19 192 877 243
2729	818 321 471 423
2730	669 960 291 253
2731	660 264 19 560
2732	701 5 1030 251
2733	1149 771 495 813
2734	657 218 87 389
2735	589 526 604 1118
2736	378 1155 359 365
2737	971 1122 1016 221
2738	743 687 513 1048
2739	174 695 768 255
2740	920 904 585 761
2741	325 820 596 373
2742	113 630 1179 683
2743	213 278 964 1012
2744	1121 105 634 229
2745	711 682 922 685
2746	703 110 247 664
2747	453 59 1031 370
2748	161 362 787 797
2749	952 449 191 875
2750	912 492 380 412
2751	713 457 434 113
2752	702 476 430 190
2753	1124 607 584 298
2754	1164 413 960 1113
2755	124 47 196 573
2756	750 110 44 206
2757	161 607 318 897
2758	1028 506 570 48
2759	665 282 1169 447
2760	917 919 340 582
2761	624 282 1072 474
2762	257 664 383 1058
2763	1036 1182 785 1001
2764	7 471 151 1020
2765	869 784 680 562
2766	826 328 646 971
2767	825 666 337 40
2768	162 993 1010 741
2769	686 437 75 626
2770	162 587 705 913
2771	432 860 321 958
2772	1087 99 229 851
2773	31 426 991 1055
2774	832 1170 158 520
2775	489 1071 81 53
2776	394 498 187 695
2777	760 738 1199 484
2778	1076 129 190 588
2779	47 566 314 820
2780	597 464 653 51
2781	1151 652 377 901
2782	457 684 865 372
2783	273 1030 65 1011
2784	769 259 63 164
2785	941 402 15 680
2786	25 26 34 65
2787	316 60 545 556
2788	418 84 753 473
2789	67 912 227 403
2790	650 1157 1033 70
2791	1102 952 845 758
2792	186 162 290 221
2793	1017 31 275 995
2794	1124 363 639 1010
2795	701 746 851 250
2796	1117 711 493 6
2797	1006 756 303 448
2798	302 393 1048 272
2799	27 393 631 712
2800	916 1033 78 1058
2801	71 477 861 461
2802	666 141 1132 426
2803	735 798 222 850
2804	339 856 736 309
2805	1096 135 709 1059
2806	188 707 571 746
2807	247 404 460 638
2808	724 167 368 31
2809	864 523 912 1129
2810	471 834 295 934
2811	1188 676 1001 911
2812	413 71 283 719
2813	354 21 700 327
2814	656 601 1019 899
2815	1161 952 370 524
2816	484 309 692 187
2817	374 1193 889 500
2818	861 151 743 1095
2819	1141 407 784 759
2820	528 178 1096 552
2821	539 350 964 285
2822	848 955 770 1042
2823	224 13 384 582
2824	288 280 907 1084
2825	708 482 203 807
2826	284 589 121 1170
2827	1187 36 230 264
2828	515 443 697 786
2829	668 691 345 1157
2830	78 1105 507 186
2831	33 941 890 1140
2832	241 249 11 91
2833	182 710 392 970
2834	985 995 1132 909
2835	142 263 972 423
2836	19 499 1150 933
2837	605 640 828 165
2838	739 1023 84 580
2839	820 1108 636 664
2840	557 659 1040 1180
2841	1164 302 60 602
2842	911 516 196 782
2843	274 239 237 955
2844	861 820 418 95
2845	116 528 972 286
2846	158 598 726 385
2847	571 816 124 880
2848	340 201 1037 598
2849	486 587 165 1084
2850	59 1154 941 45
2851	54 344 764 505
2852	1187 145 310 407
2853	1187 667 8 790
2854	794 209 1159 279
2855	949 690 205 409
2856	462 630 316 428
2857	226 624 1062 696
2858	273 1114 320 637
2859	222 939 636 60
2860	25 42 389 267
2861	1012 905 1183 118
2862	975 806 263 600
2863	453 136 88 316
2864	328 1037 388 238
2865	1052 302 9 278
2866	1158 757 720 964
2867	87 806 578 814
2868	432 84 746 253
2869	1115 558 936 379
2870	477 868 430 575
2871	1074 147 563 1138
2872	164 778 1008 336
2873	759 189 139 954
2874	551 927 50 418
2875	447 937 224 144
2876	1049 1157 593 756
2877	802 269 1144 462
2878	127 863 406 390
2879	750 534 1184 639
2880	173 120 354 439
2881	177 484 465 1059
2882	7 564 988 1084
2883	748 940 221 672
2884	1062 372 820 545
2885	836 36 246 413
2886	846 1049 274 551
2887	614 997 359 370
2888	456 929 29 154
2889	1006 871 1200 786
2890	237 696 940 763
2891	30 421 708 843
2892	1032 524 271 1080
2893	707 1126 79 73
2894	777 314 177 510
2895	678 104 807 799
2896	101 654 1114 1125
2897	548 574 633 573
2898	287 1112 843 1006
2899	862 232 412 395
2900	628 865 786 974
2901	301 578 509 776
2902	485 339 275 349
2903	343 468 1088 551
2904	1200 811 694 1029
2905	478 528 825 540
2906	1085 460 276 84
2907	130 724 731 661
2908	1086 1094 940 794
2909	808 271 284 1144
2910	623 34 509 637
2911	299 184 11 329
2912	414 1197 222 523
2913	633 307 765 1187
2914	379 770 217 1067
2915	401 906 423 258
2916	1018 341 578 312
2917	541 261 44 424
2918	897 707 1093 892
2919	105 1058 364 128
2920	573 177 963 567
2921	22 8 394 1114
2922	76 215 826 838
2923	463 312 715 1177
2924	567 120 1123 833
2925	691 959 903 357
2926	928 956 745 876
2927	433 658 543 1141
2928	937 463 333 301
2929	862 482 802 180
2930	1092 877 200 432
2931	568 1011 653 115
2932	1067 1089 1188 1197
2933	372 379 205 14
2934	1096 459 489 990
2935	1153 1097 955 303
2936	561 514 902 639
2937	133 174 1022 326
2938	37 610 922 438
2939	64 224 638 137
2940	56 559 1195 539
2941	198 694 1104 1190
2942	912 200 96 721
2943	766 390 644 353
2944	101 1163 402 388
2945	854 1188 93 1116
2946	674 231 1091 679
2947	337 710 662 402
2948	293 863 1184 64
2949	973 31 1172 986
2950	949 1152 662 867
2951	832 359 346 257
2952	453 804 469 1005
2953	938 80 181 1050
2954	86 645 181 1057
2955	749 1014 1083 325
2956	198 41 593 223
2957	71 954 1150 282
2958	721 886 709 716
2959	253 199 743 1128
2960	13 302 565 168
2961	726 369 443 458
2962	119 1021 43 978
2963	78 829 537 1065
2964	53 280 1030 141
2965	368 588 794 868
2966	456 73 286 1016
2967	770 149 222 512
2968	375 631 466 96
2969	17 724 405 1029
2970	918 999 11 1132
2971	806 769 171 374
2972	640 355 1198 1105
2973	147 357 998 292
2974	972 933 558 63
2975	826 393 340 343
2976	1180 323 945 326
2977	1039 604 989 337
2978	90 926 1126 640
2979	1123 1143 875 1192
2980	459 41 1096 175
2981	872 1090 271 17
2982	1079 416 815 1067
2983	244 468 967 134
2984	1047 401 832 107
2985	759 1175 184 1171
2986	497 738 872 985
2987	423 350 104 994
2988	516 317 480 927
2989	1002 881 550 1065
2990	312 319 693 184
2991	707 990 136 21
2992	382 601 631 231
2993	767 868 753 257
2994	879 462 638 506
2995	911 683 892 881
2996	505 1158 592 1106
2997	474 1111 152 974
2998	395 146 1017 229
2999	238 1082 374 1058
3000	667 682 112 74
3001	494 616 585 182
3002	1106 575 91 467
3003	1116 538 58 220
3004	152 1108 159 1015
3005	832 838 875 1039
3006	31 892 257 260
3007	291 522 532 953
3008	827 217 68 67
3009	806 138 1088 715
3010	1062 380 664 509
3011	1107 38 604 237
3012	360 442 658 818
3013	409 536 1039 461
3014	427 1175 407 29
3015	843 1194 102 263
3016	881 1073 432 594
3017	534 296 628 127
3018	956 1025 771 860
3019	811 271 906 357
3020	1111 113 1046 571
3021	773 208 268 791
3022	544 694 70 718
3023	894 54 1030 427
3024	268 1176 175 302
3025	970 101 8 1111
3026	62 564 129 1132
3027	440 337 897 1083
3028	369 686 561 1180
3029	1019 846 1013 869
3030	682 832 578 139
3031	167 608 421 252
3032	1055 563 760 448
3033	913 990 186 297
3034	496 845 602 1086
3035	19 1198 643 839
3036	543 657 588 871
3037	918 268 219 872
3038	584 587 508 1014
3039	215 299 1134 1053
3040	1027 1117 568 261
3041	874 956 37 368
3042	1009 437 560 368
3043	1025 152 308 551
3044	349 757 191 997
3045	323 697 535 447
3046	1086 442 834 519
3047	734 2 69 628
3048	51 593 87 725
3049	231 750 764 974
3050	625 594 160 222
3051	1119 511 916 980
3052	233 443 315 160
3053	229 1122 869 1151
3054	280 374 885 115
3055	82 240 350 696
3056	1123 725 476 598
3057	1138 1126 740 244
3058	698 854 138 577
3059	596 1088 500 598
3060	389 377 454 56
3061	84 201 471 592
3062	419 996 124 241
3063	593 295 1198 772
3064	697 21 888 838
3065	595 166 596 296
3066	3 474 723 302
3067	733 898 647 624
3068	347 687 384 850
3069	360 735 381 454
3070	946 32 341 886
3071	112 847 892 699
3072	88 643 1164 67
3073	66 855 1162 547
3074	255 304 63 44
3075	638 473 35 997
3076	746 417 367 1068
3077	175 705 398 242
3078	1051 332 470 232
3079	319 1112 229 422
3080	162 1178 896 848
3081	859 718 828 1021
3082	1060 887 1174 1030
3083	412 380 761 1102
3084	683 1160 422 217
3085	171 260 602 103
3086	366 25 217 372
3087	66 696 1075 13
3088	296 1085 252 994
3089	250 123 171 653
3090	493 1009 403 444
3091	410 1157 457 1046
3092	844 1079 456 1121
3093	447 77 819 164
3094	778 203 1106 302
3095	718 758 602 549
3096	1028 637 772 489
3097	971 1036 8 796
3098	707 876 9 786
3099	808 457 810 481
3100	1017 318 674 595
3101	144 72 1023 557
3102	381 740 744 783
3103	97 285 1025 425
3104	181 546 732 647
3105	1051 446 696 120
3106	1174 927 1060 194
3107	877 2 660 372
3108	975 387 446 222
3109	492 282 881 346
3110	556 455 103 81
3111	832 81 626 936
3112	1065 672 73 883
3113	608 649 876 718
3114	548 485 46 341
3115	958 150 702 1121
3116	552 547 1047 675
3117	1100 897 246 754
3118	373 1003 420 377
3119	112 657 274 84
3120	965 819 1095 910
3121	999 985 1059 801
3122	569 446 618 115
3123	543 675 1171 29
3124	689 170 860 544
3125	914 863 1184 84
3126	537 703 1109 251
3127	1044 645 832 456
3128	102 618 724 565
3129	523 448 652 1001
3130	587 1000 229 859
3131	263 1149 326 721
3132	65 493 452 300
3133	818 442 148 147
3134	649 508 497 244
3135	620 1113 463 530
3136	477 299 143 252
3137	480 948 1024 863
3138	120 988 308 993
3139	1175 345 322 303
3140	1102 351 111 1175
3141	96 1127 896 776
3142	7 1102 1174 483
3143	480 795 823 48
3144	1198 538 1187 207
3145	584 1039 824 542
3146	442 702 940 1008
3147	763 47 677 480
3148	757 903 54 764
3149	548 1130 743 1051
3150	131 140 159 592
3151	289 833 1145 821
3152	478 804 914 398
3153	1130 1102 927 1099
3154	1000 307 1064 233
3155	634 670 328 15
3156	287 736 300 360
3157	862 219 1166 610
3158	19 1023 488 66
3159	714 426 24 1196
3160	121 381 531 434
3161	517 197 437 386
3162	856 517 1 373
3163	123 93 483 343
3164	999 1162 813 602
3165	1034 125 144 475
3166	336 203 410 928
3167	1003 795 682 362
3168	1084 281 500 106
3169	725 771 1119 745
3170	971 88 878 824
3171	405 1099 462 925
3172	975 698 109 452
3173	650 1106 441 355
3174	328 430 412 47
3175	175 53 1137 1108
3176	318 645 401 1149
3177	947 225 483 290
3178	703 365 987 759
3179	507 431 331 558
3180	580 930 131 95
3181	21 70 833 268
3182	67 137 1050 544
3183	11 1192 1052 831
3184	289 221 568 30
3185	375 1148 504 796
3186	1149 648 856 191
3187	228 856 132 430
3188	551 366 1195 1158
3189	1173 461 876 1049
3190	229 351 608 860
3191	848 178 688 189
3192	584 940 89 1154
3193	1141 8 187 387
3194	304 609 231 604
3195	960 41 1096 1125
3196	459 876 795 61
3197	884 910 618 760
3198	1195 951 362 502
3199	383 353 943 8
3200	987 168 178 699
3201	14 502 176 418
3202	1062 735 783 962
3203	221 40 1059 173
3204	556 912 486 282
3205	390 438 649 796
3206	891 55 74 262
3207	878 957 282 226
3208	1042 51 305 471
3209	649 570 799 757
3210	234 207 529 487
3211	885 789 262 354
3212	405 120 1023 953
3213	1133 429 699 696
3214	346 743 1093 1113
3215	168 1155 1162 302
3216	295 937 905 784
3217	193 475 162 867
3218	9 26 972 419
3219	918 1017 149 542
3220	880 336 778 775
3221	371 356 973 245
3222	792 524 877 1169
3223	679 974 149 459
3224	1012 1097 44 563
3225	45 129 80 86
3226	433 1158 1152 537
3227	224 1163 552 911
3228	555 1167 411 1055
3229	438 1077 833 1082
3230	85 126 1136 928
3231	1044 951 728 781
3232	780 920 258 470
3233	571 697 54 102
3234	1124 730 825 664
3235	1191 511 672 272
3236	265 357 26 77
3237	1064 681 214 1193
3238	1057 1032 183 585
3239	932 1100 202 1162
3240	786 197 957 57
3241	772 252 290 633
3242	817 53 150 541
3243	1139 1123 852 576
3244	853 744 174 980
3245	543 304 796 923
3246	3 750 113 817
3247	473 978 483 296
3248	376 1099 999 332
3249	1107 890 1155 900
3250	135 1085 93 1073
3251	83 1199 938 1150
3252	697 397 141 172
3253	363 103 301 665
3254	291 815 590 441
3255	894 271 181 321
3256	97 628 25 364
3257	478 313 881 299
3258	991 327 560 354
3259	388 37 639 94
3260	806 140 92 64
3261	683 388 948 465
3262	103 532 258 1153
3263	956 484 981 910
3264	612 764 366 498
3265	1153 868 511 74
3266	824 1158 428 657
3267	137 806 72 1018
3268	111 268 486 1125
3269	472 121 239 910
3270	514 1050 363 727
3271	599 1149 110 209
3272	498 891 521 801
3273	664 648 1082 586
3274	255 805 115 607
3275	4 932 1105 529
3276	724 239 559 264
3277	498 568 695 1131
3278	885 1176 398 499
3279	389 740 701 827
3280	730 716 1190 129
3281	42 851 855 784
3282	787 547 45 721
3283	224 695 491 272
3284	984 762 70 933
3285	173 322 727 488
3286	200 1124 762 123
3287	968 497 1046 1069
3288	831 1069 487 15
3289	222 9 386 467
3290	317 155 450 120
3291	278 633 588 913
3292	876 461 121 755
3293	855 274 967 129
3294	399 1036 591 714
3295	964 541 821 515
3296	788 513 785 386
3297	866 441 1155 297
3298	1175 675 622 673
3299	363 1081 271 36
3300	935 39 473 597
3301	1161 666 63 811
3302	15 478 539 603
3303	239 127 1085 200
3304	1094 700 98 78
3305	525 546 149 1104
3306	434 1010 803 235
3307	607 1090 1002 931
3308	395 527 26 162
3309	257 318 1176 785
3310	55 133 819 75
3311	533 220 159 1011
3312	50 116 500 861
3313	453 1188 1193 662
3314	796 429 1030 301
3315	633 272 832 1024
3316	495 480 345 483
3317	1043 1178 91 430
3318	361 1164 1145 103
3319	837 330 266 47
3320	505 944 215 934
3321	950 654 338 472
3322	141 457 873 816
3323	106 712 729 911
3324	541 71 676 584
3325	422 214 966 1155
3326	161 1193 215 873
3327	308 982 33 748
3328	925 528 150 103
3329	1073 313 398 488
3330	1191 148 285 941
3331	1148 613 440 246
3332	91 1105 421 151
3333	905 317 12 901
3334	838 69 1105 661
3335	954 117 1018 522
3336	911 179 124 109
3337	1027 939 608 215
3338	763 778 359 1154
3339	411 773 1156 38
3340	943 437 110 161
3341	355 1174 1081 982
3342	422 42 936 119
3343	646 194 85 666
3344	400 157 526 901
3345	412 275 480 638
3346	1068 464 656 272
3347	563 452 345 1134
3348	698 1056 890 966
3349	693 80 139 859
3350	834 966 214 568
3351	1024 185 627 758
3352	356 611 393 681
3353	137 848 460 379
3354	430 892 911 1157
3355	977 40 923 680
3356	127 644 738 826
3357	160 894 449 631
3358	853 711 45 489
3359	926 651 37 934
3360	740 699 909 285
3361	188 1010 1175 1090
3362	62 361 503 548
3363	642 307 571 355
3364	904 193 4 305
3365	948 529 247 1072
3366	624 191 1026 423
3367	1120 924 833 642
3368	1176 61 529 530
3369	1061 1038 691 1068
3370	1059 156 1110 783
3371	673 54 208 600
3372	341 893 67 1117
3373	385 399 318 579
3374	305 420 799 78
3375	558 971 419 476
3376	95 867 333 318
3377	1056 868 1159 504
3378	636 824 1130 829
3379	1045 1148 1011 607
3380	498 690 527 26
3381	1083 195 868 471
3382	642 570 495 232
3383	323 160 909 490
3384	167 236 993 879
3385	830 868 262 960
3386	205 976 477 823
3387	527 1156 175 1105
3388	1088 707 304 2
3389	1052 1008 298 1197
3390	90 60 232 453
3391	308 704 1192 393
3392	219 7 368 1191
3393	214 260 464 877
3394	678 404 751 307
3395	430 567 435 917
3396	757 534 879 832
3397	364 396 75 890
3398	1059 454 1104 413
3399	1189 813 641 1021
3400	641 899 725 734
3401	1086 981 655 912
3402	14 912 182 379
3403	770 10 326 1096
3404	165 983 245 986
3405	992 393 700 438
3406	706 576 1035 611
3407	317 926 682 488
3408	76 818 979 613
3409	110 786 794 505
3410	801 672 744 738
3411	238 60 593 443
3412	234 515 986 538
3413	395 254 177 97
3414	455 1050 703 702
3415	120 843 1 25
3416	794 341 963 29
3417	733 196 948 675
3418	869 685 451 643
3419	579 636 957 1009
3420	1001 330 678 937
3421	1075 951 378 221
3422	59 846 946 829
3423	814 345 804 886
3424	556 369 309 703
3425	646 1082 138 445
3426	1146 1176 212 770
3427	390 598 1016 167
3428	442 725 19 1040
3429	692 403 308 733
3430	795 854 637 559
3431	828 305 328 142
3432	363 944 968 665
3433	899 1099 372 701
3434	141 486 678 578
3435	519 528 1108 1072
3436	1092 119 475 795
3437	537 457 868 1118
3438	393 667 431 823
3439	738 99 591 357
3440	1086 628 742 781
3441	86 155 887 474
3442	876 700 442 174
3443	82 908 116 95
3444	1045 948 451 1180
3445	571 1004 115 348
3446	705 1186 988 1066
3447	509 298 1005 133
3448	392 659 42 654
3449	584 327 1182 657
3450	838 180 1031 92
3451	488 1088 418 1045
3452	1142 224 190 995
3453	816 1038 26 938
3454	1108 438 1068 595
3455	256 461 821 945
3456	142 70 877 61
3457	1059 1019 250 149
3458	381 22 62 769
3459	76 846 195 357
3460	143 161 393 713
3461	123 62 151 932
3462	1043 18 902 1137
3463	306 1016 37 851
3464	890 372 1053 559
3465	1024 759 1018 632
3466	155 1021 766 1126
3467	361 344 76 274
3468	93 1070 1158 780
